고유번호,업소명,대분류,중분류,개업일,상태
15033,탱자,충남,서산시,20021112,영업/정상
15034,설탕가요주점,대구,동구,20021112,영업/정상
15035,한영주점,대구,수성구,20021112,영업/정상
15036,티죠 술마시는노래방,경남,창원시,20021112,영업/정상
15037,비엠비 술마시는노래방,경남,창원시,20021112,영업/정상
15038,취향노래주점,경남,창원시,20021112,영업/정상
15039,피플노래빠,서울,관악구,20021112,영업/정상
15040,마이걸노래클럽주점,경북,구미시,20021112,영업/정상
15041,상상,전남,여수시,20021112,영업/정상
15042,사무실,전남,여수시,20021112,영업/정상
15043,동경노래홀,전북,남원시,20021112,영업/정상
15044,메이저,전북,전주시,20021112,영업/정상
15045,걸,전남,광양시,20021111,영업/정상
15046,킹노래광장,경기도,부천시,20021111,영업/정상
15047,아시아,제주,제주시,20021111,영업/정상
15048,에스,대전광역시,대덕구,20021111,영업/정상
15049,뉴 비지니스,대구,수성구,20021111,영업/정상
15050,에스비에스,서울,도봉구,20021111,영업/정상
15051,태평양가요방,경북,김천시,20021111,영업/정상
15052,호박노래광장 유흥주점,경기도,안산시,20021111,영업/정상
15053,필가요주점,경북,경주시,20021109,영업/정상
15054,가자가요주점,경남,거제시,20021109,영업/정상
15055,황제노래주점,경남,창원시,20021109,영업/정상
15056,물노래주점,경남,창원시,20021109,영업/정상
15057,대진술마시는노래방,경남,창원시,20021109,영업/정상
15058,썸씽술마시는노래방,경남,창원시,20021109,영업/정상
15059,불티나노래방주점,경북,경주시,20021109,영업/정상
15060,황제가요주점,경북,경주시,20021109,영업/정상
15061,야인노래광장,경기도,안산시,20021109,영업/정상
15062,일류가요광장,경기도,시흥시,20021108,영업/정상
15063,영심이 노래광장주점,경기도,안양시,20021108,영업/정상
15064,친구,부산,중구,20021108,영업/정상
15065,다미아니,대구,달서구,20021108,영업/정상
15066,비엠더블유(BMW)가요주점,대구,달서구,20021108,영업/정상
15067,볼륨타운,광주광역시,서구,20021108,영업/정상
15068,지중해,경남,의령군,20021108,영업/정상
15069,멤버스,경기도,평택시,20021108,영업/정상
15070,보이지,전남,완도군,20021107,영업/정상
15071,광장노래클럽,경기도,부천시,20021107,영업/정상
15072,마돈나노래클럽,경북,포항시,20021107,영업/정상
15073,황제,대구,서구,20021107,영업/정상
15074,하얏트,대구,달서구,20021107,영업/정상
15075,청하대미인궁,경남,김해시,20021107,영업/정상
15076,우정 노래주점,경북,구미시,20021107,영업/정상
15077,킹스타노래주점,경북,울진군,20021107,영업/정상
15078,가빈,전남,여수시,20021107,영업/정상
15079,에이원뮤직클럽,경기도,부천시,20021106,영업/정상
15080,히노쇼군(남포점),부산,중구,20021106,영업/정상
15081,아시아나,울산,남구,20021106,영업/정상
15082,타잔소주호프노래타운,울산,남구,20021106,영업/정상
15083,다국적노래클럽,인천,남동구,20021106,영업/정상
15084,팡팡가요마당,대전광역시,대덕구,20021106,영업/정상
15085,코리아가요주점,대구,달서구,20021106,영업/정상
15086,세시봉 가요주점,경남,함양군,20021106,영업/정상
15087,인스타,대전광역시,유성구,20021105,영업/정상
15088,풍년노래장,충남,논산시,20021105,영업/정상
15089,런던가요방,대구,달성군,20021105,영업/정상
15090,카산드라노래주점,경남,창원시,20021105,영업/정상
15091,챌린저 술마시는 노래방,경남,창원시,20021105,영업/정상
15092,쏭노래광장,경기도,시흥시,20021104,영업/정상
15093,금정노래바주점,경기도,군포시,20021104,영업/정상
15094,천연노래주점,부산,연제구,20021104,영업/정상
15095,로또노래방주점,부산,사하구,20021104,영업/정상
15096,이쁜여우 노래주점,울산,동구,20021104,영업/정상
15097,오션1,충북,청주시,20021104,영업/정상
15098,블루오션,충북,청주시,20021104,영업/정상
15099,아지트빠,경기도,오산시,20021104,영업/정상
15100,궁전,서울,강동구,20021104,영업/정상
15101,미인,대구,달서구,20021104,영업/정상
15102,개미굴가요마당,전북,정읍시,20021104,영업/정상
15103,이쁜이,경기도,안양시,20021102,영업/정상
15104,놀이터,부산,부산진구,20021102,영업/정상
15105,션샤인노래타운,인천,서구,20021102,영업/정상
15106,에쎄,대전광역시,대덕구,20021102,영업/정상
15107,쿵쿵따노래주점,대전광역시,대덕구,20021102,영업/정상
15108,국일관,강원도,철원군,20021102,영업/정상
15109,채록지술파는노래방,강원도,속초시,20021102,영업/정상
15110,여왕벌,경기도,남양주시,20021101,영업/정상
15111,시애틀 노래주점,서울,송파구,20021101,영업/정상
15112,황제노래,서울,중구,20021101,영업/정상
15113,도원가요주점,충남,서산시,20021101,영업/정상
15114,퀸노래주점,대구,달서구,20021101,영업/정상
15115,땡큐가요궁,강원도,삼척시,20021101,영업/정상
15116,힐링,경남,창원시,20021101,영업/정상
15117,꿀단지가요방,경북,안동시,20021101,영업/정상
15118,베스트노래뱅크,경기도,평택시,20021101,영업/정상
15119,화이트,전남,완도군,20021031,영업/정상
15120,해변,전남,완도군,20021031,영업/정상
15121,바이칼,부산,동구,20021031,영업/정상
15122,쌀통,강원도,원주시,20021031,영업/정상
15123,한곡할래?,경남,김해시,20021031,영업/정상
15124,코리아노래주점,경남,김해시,20021031,영업/정상
15125,두바이클럽주점,경북,구미시,20021031,영업/정상
15126,오거리,경기도,용인시,20021031,영업/정상
15127,여보여보,강원도,원주시,20021030,영업/정상
15128,비자,강원도,춘천시,20021030,영업/정상
15129,에스,강원도,춘천시,20021030,영업/정상
15130,에스비에스노래빠,경기도,오산시,20021030,영업/정상
15131,캐슬노래주점,경남,창원시,20021030,영업/정상
15132,MVP룸주점,경남,창원시,20021030,영업/정상
15133,귀빈,경남,통영시,20021030,영업/정상
15134,소리폭포,경북,안동시,20021030,영업/정상
15135,해와달노래타운,울산,남구,20021029,영업/정상
15136,블루노래궁,강원도,동해시,20021029,영업/정상
15137,행복노래광장,경기도,안산시,20021029,영업/정상
15138,명월관,경기도,남양주시,20021028,영업/정상
15139,힐링노래클럽,경북,포항시,20021028,영업/정상
15140,궁,충남,아산시,20021028,영업/정상
15141,cool(쿨),충남,아산시,20021028,영업/정상
15142,강남싸롱,강원도,강릉시,20021028,영업/정상
15143,스카이가요클럽,대구,수성구,20021028,영업/정상
15144,귀빈노래클럽,경북,영천시,20021028,영업/정상
15145,금광,전남,여수시,20021028,영업/정상
15146,벨,경기도,구리시,20021028,영업/정상
15147,코리아관광나이트,경기도,수원시,20021028,영업/정상
15148,수,경기도,용인시,20021028,영업/정상
15149,만가로,전남,광양시,20021026,영업/정상
15150,콘서트7080노래클럽,경기도,시흥시,20021025,영업/정상
15151,목마,부산,영도구,20021025,영업/정상
15152,빈,부산,동래구,20021025,영업/정상
15153,라임,부산,동래구,20021025,영업/정상
15154,오렌지가요주점,대구,동구,20021025,영업/정상
15155,필,대구,달서구,20021025,영업/정상
15156,아마존,경남,통영시,20021025,영업/정상
15157,궁전주점,전북,군산시,20021025,영업/정상
15158,스페셜가요주점,전북,전주시,20021025,영업/정상
15159,분수대,경기도,평택시,20021025,영업/정상
15160,홍대클럽포차투,경기도,광명시,20021024,영업/정상
15161,호박노래주점,울산,남구,20021024,영업/정상
15162,도레미노래뱅크,서울,관악구,20021024,영업/정상
15163,거상노래궁,충북,괴산군,20021023,영업/정상
15164,명화나이트,서울,영등포구,20021023,영업/정상
15165,춘향이 술마시는노래방,경남,창원시,20021023,영업/정상
15166,해피송,경남,통영시,20021023,영업/정상
15167,황제가요주점,전북,순창군,20021023,영업/정상
15168,여인천하 가요주점,전북,순창군,20021023,영업/정상
15169,이브룸,서울,관악구,20021023,영업/정상
15170,마카오,경북,상주시,20021023,영업/정상
15171,쌍쌍가요방,경북,안동시,20021023,영업/정상
15172,쿨노래타운,서울,중구,20021022,영업/정상
15173,에펠탑,충남,서천군,20021022,영업/정상
15174,황제,대구,달서구,20021022,영업/정상
15175,대궁,광주광역시,서구,20021022,영업/정상
15176,거시기,전북,군산시,20021022,영업/정상
15177,(뉴)멤버스,경기도,용인시,20021022,영업/정상
15178,황제,서울,종로구,20021021,영업/정상
15179,아우디,부산,사상구,20021021,영업/정상
15180,가람가요주점,대구,동구,20021021,영업/정상
15181,정화,대구,달서구,20021021,영업/정상
15182,대성노래주점,경기도,평택시,20021021,영업/정상
15183,공주투,대전광역시,대덕구,20021019,영업/정상
15184,연정,강원도,원주시,20021019,영업/정상
15185,꼴갑뮤직타운,강원도,춘천시,20021019,영업/정상
15186,추카추카,경기도,동두천시,20021019,영업/정상
15187,팡팡노래빠,경기도,성남시,20021019,영업/정상
15188,핑클노래빵,경기도,성남시,20021019,영업/정상
15189,메리트노래방주점,부산,사하구,20021018,영업/정상
15190,딩동댕노래주점,부산,동구,20021018,영업/정상
15191,파트너 가요주점,충북,제천시,20021018,영업/정상
15192,리무진,경기도,여주시,20021018,영업/정상
15193,하이힐클럽,대구,달서구,20021018,영업/정상
15194,달마가요방,경남,거제시,20021018,영업/정상
15195,쇼(Show)),경남,창원시,20021018,영업/정상
15196,대박가요주점,경북,영주시,20021018,영업/정상
15197,굿나이스홀,경기도,평택시,20021018,영업/정상
15198,세라,전남,목포시,20021017,영업/정상
15199,큐노리방,서울,종로구,20021017,영업/정상
15200,콜소주호프노래주점,부산,부산진구,20021017,영업/정상
15201,참새노래주점,경남,김해시,20021017,영업/정상
15202,카네기룸,경기도,안산시,20021017,영업/정상
15203,대가룸가요장,경기도,구리시,20021017,영업/정상
15204,황진이,경기도,부천시,20021016,영업/정상
15205,에피소드,부산,사상구,20021016,영업/정상
15206,세계일주노래클럽주점,인천,남동구,20021016,영업/정상
15207,화이트노래방,울산,울주군,20021016,영업/정상
15208,금당,충북,충주시,20021016,영업/정상
15209,가빈룸주점,경기도,오산시,20021016,영업/정상
15210,청실룸가요방,경남,고성군,20021016,영업/정상
15211,사천룸가요방,경남,사천시,20021016,영업/정상
15212,태산노래주점,경남,창원시,20021016,영업/정상
15213,팡팡,서울,관악구,20021016,영업/정상
15214,뮤직,경기도,수원시,20021016,영업/정상
15215,엔돌핀노래방주점,부산,사하구,20021015,영업/정상
15216,친구룸주점,부산,동래구,20021015,영업/정상
15217,고은싸롱,부산,동래구,20021015,영업/정상
15218,그랑프리,부산,남구,20021015,영업/정상
15219,야누스룸클럽,인천,서구,20021015,영업/정상
15220,유리구두,충북,청주시,20021015,영업/정상
15221,축구장,충북,청주시,20021015,영업/정상
15222,콩깍지가요방,강원도,원주시,20021015,영업/정상
15223,연가요주점,대구,달서구,20021015,영업/정상
15224,왕과비,경북,칠곡군,20021015,영업/정상
15225,야시궁노래주점,경북,구미시,20021015,영업/정상
15226,엔돌핀노래광장,경기도,수원시,20021015,영업/정상
15227,놀러와가요광장,경기도,시흥시,20021014,영업/정상
15228,궁노래클럽,경기도,시흥시,20021014,영업/정상
15229,겔럭시,서울,중구,20021014,영업/정상
15230,궁전,서울,중구,20021014,영업/정상
15231,황후,부산,수영구,20021014,영업/정상
15232,헤라가요주점,대구,달서구,20021014,영업/정상
15233,바비,대구,달서구,20021014,영업/정상
15234,황진이노래홀,광주광역시,북구,20021014,영업/정상
15235,부킹술마시는노래방,경남,창원시,20021014,영업/정상
15236,드림노래주점,경남,창원시,20021014,영업/정상
15237,헤라술마시는노래방,경남,창원시,20021014,영업/정상
15238,로맨스노래주점,경북,구미시,20021014,영업/정상
15239,파랑새주점,경북,영천시,20021014,영업/정상
15240,카라노래장,경기도,동두천시,20021014,영업/정상
15241,오빠아노래장,경기도,동두천시,20021014,영업/정상
15242,세이,대구,북구,20021012,영업/정상
15243,뉴땡벌,경남,밀양시,20021012,영업/정상
15244,팡팡가요주점,전남,구례군,20021012,영업/정상
15245,샴푸가요주점,전남,목포시,20021011,영업/정상
15246,싸인,경북,포항시,20021011,영업/정상
15247,고추,부산,사하구,20021011,영업/정상
15248,남자 이야기,부산,사하구,20021011,영업/정상
15249,힐링,대구,달서구,20021011,영업/정상
15250,우리집노래홀,광주광역시,광산구,20021011,영업/정상
15251,럭셔리,경남,양산시,20021011,영업/정상
15252,고래사냥,경남,양산시,20021011,영업/정상
15253,이화술마시는노래방,경남,창원시,20021011,영업/정상
15254,윙크음악마을,전남,순천시,20021010,영업/정상
15255,앙코르가요주점,대구,달서구,20021010,영업/정상
15256,호박술마시는노래방,경남,창원시,20021010,영업/정상
15257,아테네노래주점,경남,창원시,20021010,영업/정상
15258,뉴욕클럽,서울,도봉구,20021010,영업/정상
15259,킹노래가요주점,경북,경주시,20021010,영업/정상
15260,포인트,경북,구미시,20021010,영업/정상
15261,스위스노래타운유흥주점,전남,장흥군,20021010,영업/정상
15262,황태자,부산,동구,20021009,영업/정상
15263,첼로노래주점,울산,동구,20021009,영업/정상
15264,타임,울산,남구,20021009,영업/정상
15265,와우,대구,수성구,20021009,영업/정상
15266,앵콜노래주점,경남,고성군,20021009,영업/정상
15267,씨엔엔노래주점,경남,거제시,20021009,영업/정상
15268,수노래팡,경기도,수원시,20021009,영업/정상
15269,티앤티,제주,제주시,20021008,영업/정상
15270,비취노래주점,인천,중구,20021008,영업/정상
15271,오스카,경기도,의정부시,20021008,영업/정상
15272,궁,충남,보령시,20021008,영업/정상
15273,아리아크럽,강원도,삼척시,20021008,영업/정상
15274,어우동,경남,양산시,20021008,영업/정상
15275,미래술마시는노래방,경남,창원시,20021008,영업/정상
15276,동양노래주점,경남,창원시,20021008,영업/정상
15277,이고새주점,경북,경산시,20021008,영업/정상
15278,꾀꼬리,전남,여수시,20021008,영업/정상
15279,엔젤노래장,경기도,포천시,20021007,영업/정상
15280,궁,부산,부산진구,20021007,영업/정상
15281,미성가요방,인천,중구,20021007,영업/정상
15282,뿌빠가라오케,경남,거제시,20021007,영업/정상
15283,물망초,경남,진주시,20021007,영업/정상
15284,럭셔리,경기도,수원시,20021007,영업/정상
15285,힐링노래광장주점,경기도,군포시,20021005,영업/정상
15286,색종이,부산,금정구,20021005,영업/정상
15287,야화,충북,청주시,20021005,영업/정상
15288,앵두노래클럽,충남,아산시,20021005,영업/정상
15289,앵콜노래뱅크주점,경기도,평택시,20021005,영업/정상
15290,영영,경기도,안양시,20021004,영업/정상
15291,다빈,부산,동구,20021004,영업/정상
15292,술마시는 상상노래홀,광주광역시,서구,20021004,영업/정상
15293,용상노래주점,경남,김해시,20021004,영업/정상
15294,몽노래주점,경남,김해시,20021004,영업/정상
15295,모두랑,경남,창원시,20021004,영업/정상
15296,나드리노래광장유흥주점,경기도,안산시,20021004,영업/정상
15297,까메오,부산,기장군,20021002,영업/정상
15298,뉴동화,부산,부산진구,20021002,영업/정상
15299,아하노래주점,부산,부산진구,20021002,영업/정상
15300,욜로,제주,제주시,20021002,영업/정상
15301,힐탑,충남,공주시,20021002,영업/정상
15302,뱅뱅,경기도,의정부시,20021002,영업/정상
15303,눈사람,대구,수성구,20021002,영업/정상
15304,대원,경남,통영시,20021002,영업/정상
15305,커플 술먹는 노래주점,서울,송파구,20021001,영업/정상
15306,오페라,서울,중구,20021001,영업/정상
15307,색연필,대구,수성구,20021001,영업/정상
15308,풀코스,충북,청주시,20021001,영업/정상
15309,파티존,강원도,삼척시,20021001,영업/정상
15310,쉘브르,경남,창원시,20021001,영업/정상
15311,아나이스노래주점,경북,구미시,20021001,영업/정상
15312,팡팡노래짱,서울,중구,20020930,영업/정상
15313,샛별,서울,종로구,20020930,영업/정상
15314,스타술마시는노래방주점,부산,연제구,20020930,영업/정상
15315,뉴비엠떠블유,대전광역시,유성구,20020930,영업/정상
15316,젠틀맨,경남,김해시,20020930,영업/정상
15317,해비치,부산,부산진구,20020928,영업/정상
15318,타워,전남,순천시,20020927,영업/정상
15319,초이스노래클럽,경기도,부천시,20020927,영업/정상
15320,울랄라,부산,동구,20020927,영업/정상
15321,홍시,울산,울주군,20020927,영업/정상
15322,밀리,대구,동구,20020927,영업/정상
15323,샤방샤방노래주점,경남,창원시,20020927,영업/정상
15324,피플노래짱,경기도,포천시,20020926,영업/정상
15325,황제가요주점,충북,진천군,20020926,영업/정상
15326,에스라인,울산,남구,20020926,영업/정상
15327,골프,광주광역시,서구,20020926,영업/정상
15328,궁,광주광역시,서구,20020926,영업/정상
15329,블랙라인,경남,진주시,20020926,영업/정상
15330,발리가요방,경북,문경시,20020926,영업/정상
15331,천사,전북,전주시,20020926,영업/정상
15332,애니콜가요장,경기도,동두천시,20020926,영업/정상
15333,벤허,경기도,남양주시,20020925,영업/정상
15334,발렌타인,부산,남구,20020925,영업/정상
15335,아지트,대구,달서구,20020925,영업/정상
15336,힐링,대구,수성구,20020925,영업/정상
15337,킹덤,대구,수성구,20020925,영업/정상
15338,키스술마시는노래방,경남,창원시,20020925,영업/정상
15339,설화노래주점,울산,남구,20020925,영업/정상
15340,코오롱포장,부산,동래구,20020924,영업/정상
15341,국빈가요방식주점,대구,달서구,20020924,영업/정상
15342,리,경북,구미시,20020924,영업/정상
15343,시티가요크럽,경북,안동시,20020924,영업/정상
15344,사랑해노래주점,경북,안동시,20020924,영업/정상
15345,러빙유가요주점,전북,전주시,20020924,영업/정상
15346,상상,경기도,부천시,20020923,영업/정상
15347,레전드,충북,청주시,20020923,영업/정상
15348,노네임,서울,강남구,20020923,영업/정상
15349,기획사,경북,안동시,20020923,영업/정상
15350,퀸가요광장,경기도,시흥시,20020919,영업/정상
15351,특급노래바주점,경기도,군포시,20020919,영업/정상
15352,남도음악홀,전남,보성군,20020919,영업/정상
15353,비키니,전남,광양시,20020919,영업/정상
15354,청송,경기도,파주시,20020919,영업/정상
15355,황궁노래빠,경기도,안양시,20020919,영업/정상
15356,비타민,서울,중구,20020919,영업/정상
15357,한일,서울,종로구,20020919,영업/정상
15358,샤비아라이브,경북,포항시,20020919,영업/정상
15359,부라보,부산,사하구,20020919,영업/정상
15360,꽃샘노래방주점,부산,사하구,20020919,영업/정상
15361,w(더블유),부산,동구,20020919,영업/정상
15362,기모노,부산,사하구,20020919,영업/정상
15363,서라벌노래터,울산,울주군,20020919,영업/정상
15364,윈가요주점,충남,논산시,20020919,영업/정상
15365,비타민,강원도,원주시,20020919,영업/정상
15366,팡팡노래주점,경남,거제시,20020919,영업/정상
15367,총각파티노래파티,경남,창원시,20020919,영업/정상
15368,밀림술마시는노래방,경남,창원시,20020919,영업/정상
15369,힐튼가요주점,경북,고령군,20020919,영업/정상
15370,즐거운음악홀,전북,전주시,20020919,영업/정상
15371,블루가요주점,전북,전주시,20020919,영업/정상
15372,축배노래홀주점,경기도,평택시,20020919,영업/정상
15373,물나이트 클럽,전남,순천시,20020918,영업/정상
15374,미술관,경기도,포천시,20020918,영업/정상
15375,싱글벙글노래주점,부산,남구,20020918,영업/정상
15376,도쿄,제주,제주시,20020918,영업/정상
15377,다원,서울,은평구,20020918,영업/정상
15378,비앤비,대구,달서구,20020918,영업/정상
15379,베트맨,대구,수성구,20020918,영업/정상
15380,통정문,경남,진주시,20020918,영업/정상
15381,모나코,전남,여수시,20020918,영업/정상
15382,O.K 노래뱅크,전남,영암군,20020918,영업/정상
15383,봄날노래클럽,충남,아산시,20020917,영업/정상
15384,두리가요방,경북,김천시,20020917,영업/정상
15385,오메가노래뱅크,경기도,평택시,20020917,영업/정상
15386,베세토,대구,수성구,20020916,영업/정상
15387,피렌체가요주점,대구,북구,20020916,영업/정상
15388,아리랑음악회,전북,김제시,20020916,영업/정상
15389,시소가요주점,경기도,안양시,20020914,영업/정상
15390,도연노래방주점,부산,연제구,20020914,영업/정상
15391,일번지노래주점,부산,동래구,20020914,영업/정상
15392,선궁노래클럽,충남,천안시,20020914,영업/정상
15393,잔디,경남,통영시,20020914,영업/정상
15394,큐투노래광장주점,경기도,평택시,20020914,영업/정상
15395,티파니7080,서울,송파구,20020913,영업/정상
15396,임천산장유흥주점,충남,부여군,20020913,영업/정상
15397,삐에로노래클럽,충남,천안시,20020913,영업/정상
15398,주홍,대구,달서구,20020913,영업/정상
15399,엘리스,대구,수성구,20020913,영업/정상
15400,질러,경남,창원시,20020913,영업/정상
15401,소나타노래빵,경기도,성남시,20020913,영업/정상
15402,낭만,서울,중구,20020912,영업/정상
15403,야야노래방주점,부산,북구,20020912,영업/정상
15404,친구찾기노래클럽,인천,연수구,20020912,영업/정상
15405,하트노래방,울산,중구,20020912,영업/정상
15406,세븐틴,강원도,춘천시,20020912,영업/정상
15407,토마토,대구,달서구,20020912,영업/정상
15408,에쿠스가요주점,대구,수성구,20020912,영업/정상
15409,천일,대구,수성구,20020912,영업/정상
15410,고마워,서울,강남구,20020912,영업/정상
15411,퀸,경남,밀양시,20020912,영업/정상
15412,레드,경남,통영시,20020912,영업/정상
15413,부킹노래,경기도,수원시,20020912,영업/정상
15414,성진,서울,종로구,20020911,영업/정상
15415,워커힐,충북,제천시,20020911,영업/정상
15416,주홍노래타운,강원도,원주시,20020911,영업/정상
15417,엄지,강원도,원주시,20020911,영업/정상
15418,비엠더블유(BMW)유흥주점,경기도,오산시,20020911,영업/정상
15419,애인룸,경북,울진군,20020911,영업/정상
15420,연인,경북,영천시,20020911,영업/정상
15421,천하,경기도,수원시,20020911,영업/정상
15422,수뮤직홀,전남,순천시,20020910,영업/정상
15423,에쿠스노래사랑,경기도,부천시,20020910,영업/정상
15424,텐씨씨,서울,종로구,20020910,영업/정상
15425,친구야놀자 영일대점,경북,포항시,20020910,영업/정상
15426,페라리,대구,수성구,20020910,영업/정상
15427,타워,대구,달서구,20020910,영업/정상
15428,진고개유흥주점,강원도,양구군,20020910,영업/정상
15429,텔레파시,부산,사하구,20020909,영업/정상
15430,신한국관,대구,수성구,20020909,영업/정상
15431,땡벌,광주광역시,광산구,20020909,영업/정상
15432,상무대,광주광역시,서구,20020909,영업/정상
15433,궁노래광장,경기도,시흥시,20020907,영업/정상
15434,해피데이,부산,서구,20020907,영업/정상
15435,개구리,울산,남구,20020907,영업/정상
15436,리치,충남,논산시,20020907,영업/정상
15437,궁전노래주점,경남,창원시,20020907,영업/정상
15438,베누스뮤직타운,전남,순천시,20020906,영업/정상
15439,제우스가요주점,대구,동구,20020906,영업/정상
15440,비서실,경북,문경시,20020906,영업/정상
15441,놀이터가요주점,경북,영주시,20020906,영업/정상
15442,베트남노래클럽,경기도,시흥시,20020905,영업/정상
15443,플라워가요주점,경기도,안산시,20020905,영업/정상
15444,아테네,경북,포항시,20020905,영업/정상
15445,돈보,부산,금정구,20020905,영업/정상
15446,프라쟈,대구,수성구,20020905,영업/정상
15447,캘리포니아,대구,동구,20020905,영업/정상
15448,홍도,부산,수영구,20020904,영업/정상
15449,홍콩,대구,수성구,20020904,영업/정상
15450,우성노래주점,경남,고성군,20020904,영업/정상
15451,당근노래주점,경북,구미시,20020904,영업/정상
15452,카니발,경기도,평택시,20020904,영업/정상
15453,한올,부산,부산진구,20020903,영업/정상
15454,젠틀맨가요주점,충북,보은군,20020903,영업/정상
15455,성원,강원도,원주시,20020902,영업/정상
15456,타워,강원도,동해시,20020902,영업/정상
15457,산타페술마시는노래방,경남,창원시,20020902,영업/정상
15458,울랄라룰라주점,경북,구미시,20020902,영업/정상
15459,오페라,경기도,성남시,20020902,영업/정상
15460,야행성,부산,사상구,20020831,영업/정상
15461,진실 술마시는 노래방,경남,창원시,20020831,영업/정상
15462,벽도,전남,여수시,20020831,영업/정상
15463,씨마,경기도,수원시,20020831,영업/정상
15464,카라,경기도,평택시,20020831,영업/정상
15465,동백가요주점,전남,완도군,20020830,영업/정상
15466,신바람가요방,전남,완도군,20020830,영업/정상
15467,조은 가요방,전남,완도군,20020830,영업/정상
15468,립스틱노래방주점,부산,사하구,20020830,영업/정상
15469,백프로,대구,수성구,20020830,영업/정상
15470,황하,강원도,동해시,20020830,영업/정상
15471,탈렌트,서울,관악구,20020830,영업/정상
15472,제이앤비가요주점,경북,구미시,20020830,영업/정상
15473,오뚜기,경북,청도군,20020830,영업/정상
15474,나이트가요주점,전남,영광군,20020830,영업/정상
15475,동경,서울,관악구,20020830,영업/정상
15476,무지개노래주점,경기도,평택시,20020830,영업/정상
15477,더 벙커,서울,강남구,20020829,영업/정상
15478,백송,서울,영등포구,20020829,영업/정상
15479,도토리,경기도,성남시,20020829,영업/정상
15480,서울관,경기도,수원시,20020829,영업/정상
15481,도우미클럽,경기도,부천시,20020828,영업/정상
15482,골드가요방,경북,포항시,20020828,영업/정상
15483,배트맨노래빠,경기도,오산시,20020828,영업/정상
15484,섹시음악홀,광주광역시,광산구,20020828,영업/정상
15485,알토,경남,통영시,20020828,영업/정상
15486,노래하는 거기,전남,여수시,20020828,영업/정상
15487,가던길멈추고,서울,구로구,20020827,영업/정상
15488,그리스,경북,포항시,20020827,영업/정상
15489,사랑방,부산,금정구,20020827,영업/정상
15490,금반,강원도,강릉시,20020827,영업/정상
15491,제이비(J.B),대구,수성구,20020827,영업/정상
15492,뉴욕클럽,대구,달서구,20020827,영업/정상
15493,멋진,대구,달서구,20020827,영업/정상
15494,맥심가요주점,대구,달서구,20020827,영업/정상
15495,불루문,광주광역시,동구,20020827,영업/정상
15496,딩크 가요주점,경남,양산시,20020827,영업/정상
15497,히덩크 유흥주점,경남,통영시,20020827,영업/정상
15498,뉴메이저,전북,전주시,20020827,영업/정상
15499,대장금,경기도,안산시,20020826,영업/정상
15500,불태산노래빠,경기도,군포시,20020826,영업/정상
15501,아성,경기도,양평군,20020826,영업/정상
15502,와와가요주점,대구,달서구,20020826,영업/정상
15503,도도,서울,영등포구,20020826,영업/정상
15504,술마시는 오렌지노래홀,광주광역시,서구,20020826,영업/정상
15505,로마,경남,김해시,20020826,영업/정상
15506,큐(Q),부산,해운대구,20020824,영업/정상
15507,탑노래주점,경남,창원시,20020824,영업/정상
15508,썬술마시는노래방,경남,창원시,20020824,영업/정상
15509,캔버라룸 노래주점,경남,창원시,20020824,영업/정상
15510,풀하우스 유흥주점,경기도,김포시,20020823,영업/정상
15511,킹노래클럽,충남,아산시,20020823,영업/정상
15512,고가,경북,영주시,20020823,영업/정상
15513,궁,경기도,고양시,20020822,영업/정상
15514,고구려노래광장,경기도,안산시,20020822,영업/정상
15515,사랑노래샵,전남,순천시,20020822,영업/정상
15516,에이스노래마당,경기도,부천시,20020822,영업/정상
15517,황궁클럽,인천,중구,20020822,영업/정상
15518,노바,인천,부평구,20020822,영업/정상
15519,필노래공간주점,울산,중구,20020822,영업/정상
15520,스캔들,충남,보령시,20020822,영업/정상
15521,무한,충남,보령시,20020822,영업/정상
15522,쑈부,충남,보령시,20020822,영업/정상
15523,궁전,대구,수성구,20020822,영업/정상
15524,하바나,대구,수성구,20020822,영업/정상
15525,무쏘가요주점,대구,동구,20020822,영업/정상
15526,술마시는노래벅스,대구,북구,20020822,영업/정상
15527,썸노래주점,경남,창원시,20020822,영업/정상
15528,유토피아술마시는노래방,경남,창원시,20020822,영업/정상
15529,제우스,경기도,동두천시,20020822,영업/정상
15530,폭스,경기도,수원시,20020822,영업/정상
15531,문경,경기도,수원시,20020822,영업/정상
15532,스카이가요주점,경기도,시흥시,20020821,영업/정상
15533,뉴에로스,전남,광양시,20020821,영업/정상
15534,장미노래주점,부산,연제구,20020821,영업/정상
15535,캣츠,경남,밀양시,20020821,영업/정상
15536,야화,경남,진주시,20020821,영업/정상
15537,마운드 노래궁,경북,경주시,20020821,영업/정상
15538,엔돌핀가요방,경북,안동시,20020821,영업/정상
15539,백두산노래타운,전남,여수시,20020821,영업/정상
15540,스캔들,전남,해남군,20020821,영업/정상
15541,벤츠노래광장,경기도,안산시,20020820,영업/정상
15542,놈놈놈,부산,연제구,20020820,영업/정상
15543,토마토,충북,충주시,20020820,영업/정상
15544,갈채노래방,경남,양산시,20020820,영업/정상
15545,테마노래주점,경남,창원시,20020820,영업/정상
15546,헬로우히딩크노래주점,경북,구미시,20020820,영업/정상
15547,텐프로 노래방주점,부산,사하구,20020819,영업/정상
15548,폰토스,부산,서구,20020819,영업/정상
15549,가이아,부산,서구,20020819,영업/정상
