고유번호,업소명,대분류,중분류,개업일,상태
2791,글래머,부산,북구,20140523,영업/정상
2792,테마,경기도,부천시,20140523,영업/정상
2793,슈가노래방,경남,창원시,20140523,영업/정상
2794,앵콜가요방,경북,안동시,20140523,영업/정상
2795,동남가요주점,경북,영양군,20140523,영업/정상
2796,짝짜꿍Ⅱ,전남,여수시,20140523,영업/정상
2797,질러노래타운,경기도,수원시,20140523,영업/정상
2798,센스노래크럽,경기도,부천시,20140522,영업/정상
2799,초콜렛,경북,울진군,20140522,영업/정상
2800,세시봉노래빠,경기도,부천시,20140521,영업/정상
2801,명월관,경기도,부천시,20140521,영업/정상
2802,신바람노래클럽,인천,계양구,20140521,영업/정상
2803,르네상스,전북,익산시,20140521,영업/정상
2804,비바노래빠,경기도,양평군,20140520,영업/정상
2805,궁노래클럽,인천,남동구,20140520,영업/정상
2806,비타민 노래짱,경기도,하남시,20140520,영업/정상
2807,미녀노래빠,경기도,안양시,20140519,영업/정상
2808,비틀즈유흥주점,충남,보령시,20140516,영업/정상
2809,옥녀노래빠,경기도,안양시,20140515,영업/정상
2810,콜라,부산,사하구,20140515,영업/정상
2811,일구노래광장,경기도,안산시,20140515,영업/정상
2812,뉴욕,경남,통영시,20140514,영업/정상
2813,아방궁노래방,경남,창원시,20140514,영업/정상
2814,아맛나슈퍼,서울,관악구,20140514,영업/정상
2815,35구역,서울,관악구,20140514,영업/정상
2816,궁노래주점,부산,기장군,20140512,영업/정상
2817,오샤레 노래빠,서울,강동구,20140512,영업/정상
2818,제네시스,경남,거제시,20140512,영업/정상
2819,망고,경남,김해시,20140512,영업/정상
2820,탑2노래광장,경기도,안양시,20140509,영업/정상
2821,황소,부산,서구,20140509,영업/정상
2822,제우스,충북,옥천군,20140508,영업/정상
2823,탑노래빠,경기도,성남시,20140508,영업/정상
2824,용궁,경남,창원시,20140507,영업/정상
2825,입술 룸주점,전북,부안군,20140507,영업/정상
2826,예스(YES)노래바,인천,부평구,20140501,영업/정상
2827,라이브째즈,충북,충주시,20140501,영업/정상
2828,가영,경남,창원시,20140501,영업/정상
2829,불란지,제주,서귀포시,20140430,영업/정상
2830,걸스노래빠,경기도,안양시,20140430,영업/정상
2831,싱플라워,부산,영도구,20140430,영업/정상
2832,초코렛,충남,아산시,20140430,영업/정상
2833,궁전라이브,경남,창원시,20140430,영업/정상
2834,궁전노래주점,경남,창원시,20140430,영업/정상
2835,체리 라임,부산,중구,20140429,영업/정상
2836,갤러리,서울,영등포구,20140429,영업/정상
2837,미술관,서울,영등포구,20140429,영업/정상
2838,호박나이트,전남,해남군,20140429,영업/정상
2839,아가씨노래주점,경남,창원시,20140428,영업/정상
2840,K(케이)노래클럽,인천,부평구,20140425,영업/정상
2841,에이스 2,대구,달서구,20140425,영업/정상
2842,모나코라이브,경기도,파주시,20140425,영업/정상
2843,쇼 유흥주점,전남,무안군,20140424,영업/정상
2844,욜로노래빵,경기도,이천시,20140424,영업/정상
2845,거목룸,경기도,양평군,20140423,영업/정상
2846,딩동댕,경남,창원시,20140423,영업/정상
2847,백악관노래타운,울산,울주군,20140422,영업/정상
2848,황실유흥주점,경기도,구리시,20140422,영업/정상
2849,여인궁,울산,울주군,20140421,영업/정상
2850,불새,서울,종로구,20140421,영업/정상
2851,놀이터 시즌2,서울,강남구,20140421,영업/정상
2852,짱구노래타운 3층,광주광역시,동구,20140421,영업/정상
2853,샵24시뉴스주점,경남,거제시,20140421,영업/정상
2854,호박노래주점,부산,영도구,20140418,영업/정상
2855,크리스탈노래타운,인천,미추홀구,20140418,영업/정상
2856,걸노래클럽,충남,홍성군,20140418,영업/정상
2857,슈퍼스타 케이,서울,강북구,20140418,영업/정상
2858,아이비,전남,여수시,20140418,영업/정상
2859,섹시문,경북,경산시,20140417,영업/정상
2860,오케이노래홀,광주광역시,광산구,20140416,영업/정상
2861,코주부노래주점,경남,거창군,20140416,영업/정상
2862,레이디,인천,서구,20140415,영업/정상
2863,리(LEE),경기도,안산시,20140415,영업/정상
2864,올드블루술마시는노래방,경남,통영시,20140414,영업/정상
2865,황후,광주광역시,서구,20140414,영업/정상
2866,스타노래빠,서울,관악구,20140414,영업/정상
2867,발리가요방,경북,안동시,20140414,영업/정상
2868,아시아드나이트,부산,동래구,20140410,영업/정상
2869,뉴스노래방,경남,거제시,20140410,영업/정상
2870,명품노래짱,경기도,부천시,20140409,영업/정상
2871,올레노래클럽,충남,공주시,20140409,영업/정상
2872,신세계노래클럽,충남,공주시,20140408,영업/정상
2873,홍도야7080,경기도,오산시,20140408,영업/정상
2874,소녀시대,인천,미추홀구,20140407,영업/정상
2875,홍콩가요주점,경남,사천시,20140407,영업/정상
2876,콘서트가라오케,경남,거제시,20140407,영업/정상
2877,준노래빵,경기도,성남시,20140407,영업/정상
2878,씨티클럽,경기도,부천시,20140404,영업/정상
2879,클럽라비,대구,중구,20140404,영업/정상
2880,라티노,부산,부산진구,20140403,영업/정상
2881,브이아이피,전북,전주시,20140403,영업/정상
2882,닷컴,인천,미추홀구,20140402,영업/정상
2883,엠노래클럽,인천,남동구,20140402,영업/정상
2884,빙고노래바,경기도,부천시,20140402,영업/정상
2885,엠비씨(MBC)노래주점,서울,성동구,20140402,영업/정상
2886,서우,대구,달서구,20140402,영업/정상
2887,엔돌핀,대구,중구,20140402,영업/정상
2888,나이스코너주점,경남,김해시,20140402,영업/정상
2889,카라노래타운,울산,울주군,20140331,영업/정상
2890,하와이노래타운,충북,청주시,20140331,영업/정상
2891,大月노래클럽,충남,태안군,20140331,영업/정상
2892,이브로,경남,양산시,20140331,영업/정상
2893,색연필,충남,천안시,20140328,영업/정상
2894,일루와,인천,미추홀구,20140327,영업/정상
2895,호,인천,남동구,20140327,영업/정상
2896,시크릿베트남노래방,경남,진주시,20140327,영업/정상
2897,호수노래빠,경기도,안양시,20140326,영업/정상
2898,색연필,제주,제주시,20140325,영업/정상
2899,대명,전남,여수시,20140325,영업/정상
2900,행운,충남,예산군,20140324,영업/정상
2901,놀러와룸클럽,인천,서구,20140321,영업/정상
2902,샾,서울,송파구,20140321,영업/정상
2903,카카오술마시는노래방,경남,창원시,20140320,영업/정상
2904,티파니노래홀,전남,목포시,20140318,영업/정상
2905,터닝포인트,광주광역시,서구,20140318,영업/정상
2906,레종,광주광역시,서구,20140318,영업/정상
2907,놀이터 가요주점,전북,무주군,20140318,영업/정상
2908,세븐음악홀,전북,전주시,20140318,영업/정상
2909,터치노래광장,경기도,평택시,20140317,영업/정상
2910,에비스,부산,중구,20140314,영업/정상
2911,해운대노래주점,경남,김해시,20140314,영업/정상
2912,노래하는소주룸짝2,경북,영주시,20140314,영업/정상
2913,카사노바,제주,제주시,20140312,영업/정상
2914,엘에이(LA)노래주점,인천,부평구,20140312,영업/정상
2915,빙고노래바,경기도,부천시,20140311,영업/정상
2916,폭스클럽(FOX CLUB),울산,동구,20140311,영업/정상
2917,바이브룸소주방,전남,목포시,20140310,영업/정상
2918,마혜진 작은음악회,부산,연제구,20140310,영업/정상
2919,클럽스타,울산,남구,20140310,영업/정상
2920,클럽롯데,울산,남구,20140310,영업/정상
2921,별사탕 가요주점,강원도,원주시,20140310,영업/정상
2922,수,강원도,횡성군,20140310,영업/정상
2923,수노래바,경기도,부천시,20140307,영업/정상
2924,다빈치노래타운,경기도,부천시,20140307,영업/정상
2925,항아리노래빠,충북,음성군,20140307,영업/정상
2926,엔돌핀노래주점,경남,창원시,20140307,영업/정상
2927,스카이노래타운,경북,칠곡군,20140306,영업/정상
2928,명품노래짱,경기도,성남시,20140306,영업/정상
2929,로즈,충북,제천시,20140305,영업/정상
2930,윙크노래궁,강원도,강릉시,20140305,영업/정상
2931,락휴노래타운,경남,거제시,20140305,영업/정상
2932,콜노래타운,전남,여수시,20140305,영업/정상
2933,하이킥,전북,김제시,20140305,영업/정상
2934,미송노래주점,부산,북구,20140304,영업/정상
2935,경가요방,경북,안동시,20140304,영업/정상
2936,동강,부산,부산진구,20140303,영업/정상
2937,이모네노래클럽,인천,부평구,20140303,영업/정상
2938,실크로드,경기도,의왕시,20140303,영업/정상
2939,패밀리노래타운,충북,청주시,20140227,영업/정상
2940,메디컬팀 클래식바,서울,중구,20140226,영업/정상
2941,궁노래주점,부산,강서구,20140226,영업/정상
2942,샤넬유흥주점,부산,북구,20140226,영업/정상
2943,삼푸노래주점,경북,칠곡군,20140226,영업/정상
2944,올래노래바,경기도,부천시,20140225,영업/정상
2945,마카오클럽,충남,홍성군,20140225,영업/정상
2946,시저,전북,전주시,20140225,영업/정상
2947,질러노래타운,제주,서귀포시,20140224,영업/정상
2948,대정올레노래주점,제주,서귀포시,20140221,영업/정상
2949,파티,경기도,부천시,20140221,영업/정상
2950,둥지노래클럽,충남,천안시,20140221,영업/정상
2951,세컨드노래클럽,충남,천안시,20140221,영업/정상
2952,각설이노래빠,경기도,화성시,20140220,영업/정상
2953,한잔호프노래방,경남,창원시,20140220,영업/정상
2954,에스비에스,울산,남구,20140219,영업/정상
2955,캐슬,경북,경산시,20140219,영업/정상
2956,술마시는야왕노래홀,광주광역시,서구,20140218,영업/정상
2957,콜가요주점,전북,김제시,20140218,영업/정상
2958,설탕,광주광역시,광산구,20140217,영업/정상
2959,쥬얼리노래방주점,부산,연제구,20140213,영업/정상
2960,탑노래클럽,인천,남동구,20140213,영업/정상
2961,류경노래클럽,충남,공주시,20140213,영업/정상
2962,준코뮤직타운강릉교동1호점,강원도,강릉시,20140213,영업/정상
2963,준코뮤직타운강릉교동2호점,강원도,강릉시,20140213,영업/정상
2964,놀이터,충남,금산군,20140213,영업/정상
2965,정노래방,부산,중구,20140212,영업/정상
2966,밸리,충남,아산시,20140212,영업/정상
2967,테크노,충남,아산시,20140212,영업/정상
2968,팝콘,광주광역시,서구,20140212,영업/정상
2969,베트남소울노래방,경남,진주시,20140212,영업/정상
2970,애플유흥주점,전남,영광군,20140212,영업/정상
2971,애플노래타운,경북,칠곡군,20140210,영업/정상
2972,바나나,서울,중구,20140207,영업/정상
2973,놀자술마시는노래방,경남,창원시,20140207,영업/정상
2974,링스,제주,제주시,20140206,영업/정상
2975,백제노래클럽,충남,부여군,20140206,영업/정상
2976,광장,경기도,부천시,20140203,영업/정상
2977,불새노래빠,강원도,정선군,20140129,영업/정상
2978,해피노래타운,경남,거창군,20140129,영업/정상
2979,뉴하히락노래타운,경기도,화성시,20140128,영업/정상
2980,하하노래바,경기도,부천시,20140128,영업/정상
2981,미소노래홀주점,경기도,평택시,20140128,영업/정상
2982,백악관 가요주점,경북,영덕군,20140128,영업/정상
2983,갈채,전남,광양시,20140127,영업/정상
2984,항아리,제주,서귀포시,20140127,영업/정상
2985,여성시대,경남,사천시,20140127,영업/정상
2986,폭스,경기도,평택시,20140127,영업/정상
2987,팡팡노래바,서울,구로구,20140124,영업/정상
2988,올카인드(ALL KAIND),경북,포항시,20140124,영업/정상
2989,에스(S)노래빠,경기도,안양시,20140123,영업/정상
2990,솜사탕노래클럽,경북,포항시,20140123,영업/정상
2991,지중해,부산,중구,20140123,영업/정상
2992,한마음 노래클럽,충남,아산시,20140123,영업/정상
2993,똥광(DDONG光)노래주점,경남,양산시,20140123,영업/정상
2994,캐슬,제주,서귀포시,20140122,영업/정상
2995,에코,부산,중구,20140122,영업/정상
2996,파티노래바,인천,부평구,20140122,영업/정상
2997,오케이노래방,울산,울주군,20140122,영업/정상
2998,시카고,충남,천안시,20140122,영업/정상
2999,강남노래빠,충북,음성군,20140121,영업/정상
3000,편정원뽕짝생음악주점,경남,김해시,20140121,영업/정상
3001,주몽,전남,광양시,20140120,영업/정상
3002,한마음노래빠,서울,관악구,20140117,영업/정상
3003,매직,전남,여수시,20140117,영업/정상
3004,축제,경남,산청군,20140115,영업/정상
3005,뉴뮤지컬 가요광장,경기도,시흥시,20140114,영업/정상
3006,퀸즈노래주점,부산,부산진구,20140114,영업/정상
3007,힐링노래빠,충북,음성군,20140114,영업/정상
3008,와노래클럽,충남,천안시,20140114,영업/정상
3009,바운스,대구,동구,20140114,영업/정상
3010,물놀이,서울,강동구,20140114,영업/정상
3011,무선쎄븐노래타운,전남,여수시,20140114,영업/정상
3012,초대실내포장마차,부산,중구,20140113,영업/정상
3013,홀인원노래짱,충남,천안시,20140113,영업/정상
3014,샘물노래클럽,충남,천안시,20140113,영업/정상
3015,스타킹노래클럽,충남,천안시,20140113,영업/정상
3016,놀러와,서울,강동구,20140113,영업/정상
3017,뉴월드페이스,광주광역시,서구,20140113,영업/정상
3018,파파야,경기도,동두천시,20140110,영업/정상
3019,젊은미소,인천,미추홀구,20140109,영업/정상
3020,위하여 가요주점,전북,무주군,20140109,영업/정상
3021,링컨노래광장,경기도,안산시,20140109,영업/정상
3022,앵콜코너주점,부산,중구,20140107,영업/정상
3023,대경,부산,연제구,20140107,영업/정상
3024,퀸노래밤,인천,미추홀구,20140106,영업/정상
3025,썸노래바,경기도,부천시,20140106,영업/정상
3026,벨노래클럽,경기도,부천시,20140106,영업/정상
3027,프리미엄라운지,경남,거제시,20140106,영업/정상
3028,펑크,경남,거제시,20140106,영업/정상
3029,아시아가라오케,경남,김해시,20140106,영업/정상
3030,자두향,경기도,안양시,20140103,영업/정상
3031,HIVE(하이브),인천,부평구,20140103,영업/정상
3032,로즈,경기도,안양시,20140102,영업/정상
3033,월드,경기도,안양시,20140102,영업/정상
3034,클래식,경기도,부천시,20140102,영업/정상
3035,리치유흥주점,충남,서산시,20140102,영업/정상
3036,오페라,경남,창원시,20140102,영업/정상
3037,케이투,경기도,안양시,20131230,영업/정상
3038,썬7080라이브,경기도,부천시,20131230,영업/정상
3039,콜가라오케유흥주점,경남,창원시,20131230,영업/정상
3040,홈런,전북,익산시,20131230,영업/정상
3041,백년노래광장,전북,완주군,20131230,영업/정상
3042,코코,전남,순천시,20131227,영업/정상
3043,청담동,전남,순천시,20131227,영업/정상
3044,고노래주점,대구,북구,20131227,영업/정상
3045,케이투노래주점,경기도,평택시,20131227,영업/정상
3046,카라,충북,제천시,20131226,영업/정상
3047,스캔들 가요주점,충남,부여군,20131226,영업/정상
3048,청하노래주점,전남,목포시,20131224,영업/정상
3049,제우스관광주점,강원도,원주시,20131224,영업/정상
3050,애뜰,경기도,의정부시,20131224,영업/정상
3051,술마시는라마다노래홀,광주광역시,서구,20131224,영업/정상
3052,젠틀맨음악홀,전남,화순군,20131224,영업/정상
3053,라바2주점,경북,구미시,20131224,영업/정상
3054,여우비노래방유흥주점,경북,경주시,20131224,영업/정상
3055,락노래광장,경기도,시흥시,20131223,영업/정상
3056,글래머빠,경기도,안양시,20131223,영업/정상
3057,일루와,부산,동래구,20131223,영업/정상
3058,호박노래클럽,충남,아산시,20131223,영업/정상
3059,무랑루즈,서울,성동구,20131223,영업/정상
3060,에로스홀,광주광역시,광산구,20131223,영업/정상
3061,월드컵노래나라,충남,아산시,20131220,영업/정상
3062,비행기,서울,강동구,20131220,영업/정상
3063,올래,제주,서귀포시,20131219,영업/정상
3064,빙고노래빠,경기도,안양시,20131219,영업/정상
3065,노리터,충남,논산시,20131219,영업/정상
3066,아리랑 노래바,서울,은평구,20131219,영업/정상
3067,쓰리랑 노래바,서울,은평구,20131219,영업/정상
3068,아시아노래주점,울산,중구,20131218,영업/정상
3069,술파는노래바,충북,청주시,20131218,영업/정상
3070,얼짱가요방,전남,완도군,20131218,영업/정상
3071,환상노래바,경기도,부천시,20131217,영업/정상
3072,카스노래주점,부산,부산진구,20131217,영업/정상
3073,옥수,대구,수성구,20131217,영업/정상
3074,AU(에이유),대구,중구,20131217,영업/정상
3075,우주노래클럽,충남,천안시,20131216,영업/정상
3076,나사노래클럽,충남,천안시,20131216,영업/정상
3077,브이아이피가요주점2,경남,창원시,20131216,영업/정상
3078,브이아이피가요주점1,경남,창원시,20131216,영업/정상
3079,에이스가요주점,전남,목포시,20131213,영업/정상
3080,빙고노래클럽,경기도,부천시,20131213,영업/정상
3081,스카이노래방,부산,해운대구,20131213,영업/정상
3082,빵빵노래타운,울산,중구,20131212,영업/정상
3083,아방,전남,목포시,20131211,영업/정상
3084,오사카노래클럽,충남,보령시,20131211,영업/정상
3085,쟈스민,대구,달서구,20131211,영업/정상
3086,롱키스노래타운,전남,여수시,20131211,영업/정상
3087,에스큐브,인천,부평구,20131210,영업/정상
3088,비너스노래클럽,충남,공주시,20131210,영업/정상
3089,삼삼홀,광주광역시,동구,20131210,영업/정상
3090,RG노래홀,광주광역시,광산구,20131210,영업/정상
3091,러프,경기도,평택시,20131210,영업/정상
3092,천하무적 가요광장,경기도,시흥시,20131209,영업/정상
3093,셀리노래클럽,경기도,부천시,20131209,영업/정상
3094,베네치아 노래주점,충남,서산시,20131206,영업/정상
3095,장금이,강원도,강릉시,20131206,영업/정상
3096,샴푸가라오케,경남,창원시,20131206,영업/정상
3097,샴푸노래주점,경남,창원시,20131206,영업/정상
3098,박카스,대구,남구,20131205,영업/정상
3099,구시청NO.1그린or라이트party time,광주광역시,동구,20131205,영업/정상
3100,S노래빠,충남,아산시,20131204,영업/정상
3101,게이트8,대구,중구,20131204,영업/정상
3102,33프로,대구,중구,20131204,영업/정상
3103,유니술마시는노래방,경남,창원시,20131204,영업/정상
3104,보물섬술마시는노래방,경남,창원시,20131203,영업/정상
3105,락휴노래타운 사상점,부산,사상구,20131202,영업/정상
3106,오케이,인천,서구,20131202,영업/정상
3107,프린스노래장,경기도,포천시,20131129,영업/정상
3108,락스타,경기도,안양시,20131129,영업/정상
3109,바커스,충남,천안시,20131129,영업/정상
3110,황금종뉴7080노래주점,경남,창원시,20131129,영업/정상
3111,OK가요방,충북,제천시,20131128,영업/정상
3112,향수노래주점,경남,김해시,20131128,영업/정상
3113,386라이브,전남,장흥군,20131128,영업/정상
3114,룸클럽,경기도,수원시,20131128,영업/정상
3115,뉴에쿠스노래사랑,경기도,부천시,20131127,영업/정상
3116,꽃감노래밤,서울,은평구,20131127,영업/정상
3117,봉봉노래바,서울,관악구,20131127,영업/정상
3118,헬로,전남,광양시,20131126,영업/정상
3119,테마노래장,경기도,포천시,20131126,영업/정상
3120,탑텐노래타운,부산,해운대구,20131126,영업/정상
3121,이리,대구,수성구,20131126,영업/정상
3122,이집트가요클럽,경북,포항시,20131125,영업/정상
3123,심봤다,광주광역시,서구,20131125,영업/정상
3124,볼륨,경남,거제시,20131125,영업/정상
3125,썬노래뱅크주점,경기도,평택시,20131125,영업/정상
3126,티파니노래빠,경기도,안성시,20131122,영업/정상
3127,호,서울,관악구,20131122,영업/정상
3128,비키니,전북,군산시,20131122,영업/정상
3129,프리젠트,부산,해운대구,20131121,영업/정상
3130,칸타타노래뱅크,경기도,오산시,20131121,영업/정상
3131,꽃술마시는노래방,경남,창원시,20131121,영업/정상
3132,제이(J)가라오케룸,경남,창원시,20131121,영업/정상
3133,오션,경남,양산시,20131121,영업/정상
3134,세븐스타,울산,남구,20131120,영업/정상
3135,카리브,충북,청주시,20131120,영업/정상
3136,힐링노래바,경기도,부천시,20131119,영업/정상
3137,티파니,인천,서구,20131119,영업/정상
3138,365 노래빵,경기도,성남시,20131119,영업/정상
3139,39비즈니스클럽,대구,동구,20131115,영업/정상
3140,친구노래방,경남,창원시,20131115,영업/정상
3141,지중해노래주점,경남,창원시,20131115,영업/정상
3142,하와이술마시는노래방,경남,창원시,20131115,영업/정상
3143,역전메들리,전북,정읍시,20131115,영업/정상
3144,빨간여우,경기도,안성시,20131114,영업/정상
3145,테마노래주점,경남,하동군,20131114,영업/정상
3146,애플,경남,통영시,20131114,영업/정상
3147,가인,경남,통영시,20131114,영업/정상
3148,블링블링,전북,익산시,20131114,영업/정상
3149,MJ,전남,여수시,20131114,영업/정상
3150,신고구려,부산,해운대구,20131112,영업/정상
3151,브라보노래주점,울산,동구,20131112,영업/정상
3152,탈랜트,경기도,화성시,20131111,영업/정상
3153,양파투,부산,동구,20131108,영업/정상
3154,첼로,강원도,철원군,20131108,영업/정상
3155,애플노래주점,경기도,평택시,20131108,영업/정상
3156,7890노래타운,전남,여수시,20131108,영업/정상
3157,메리제인,경기도,수원시,20131108,영업/정상
3158,청궁노래주점,부산,북구,20131107,영업/정상
3159,애플노래클럽주점,충남,서산시,20131107,영업/정상
3160,호박님,경기도,평택시,20131107,영업/정상
3161,호박관광나이트,경기도,평택시,20131107,영업/정상
3162,운동장,전북,전주시,20131107,영업/정상
3163,왈츠노래클럽,경기도,화성시,20131106,영업/정상
3164,올리브,경기도,화성시,20131106,영업/정상
3165,나비노래클럽,인천,미추홀구,20131106,영업/정상
3166,뉴타라,충남,천안시,20131106,영업/정상
3167,타라,충남,천안시,20131106,영업/정상
3168,솔로몬주점,대구,서구,20131106,영업/정상
3169,세븐봉노래주점,서울,강동구,20131106,영업/정상
3170,키스,경남,양산시,20131106,영업/정상
3171,삼성비지니스,경기도,동두천시,20131106,영업/정상
3172,필,대구,중구,20131105,영업/정상
3173,설탕,경남,김해시,20131104,영업/정상
3174,후노래타운,전남,여수시,20131104,영업/정상
3175,궁전노래빠,경기도,안양시,20131101,영업/정상
3176,럭셔리수룸소주방,광주광역시,광산구,20131101,영업/정상
3177,울랄라,전북,부안군,20131101,영업/정상
3178,영노래빠,경기도,용인시,20131101,영업/정상
3179,첨밀밀,경기도,파주시,20131031,영업/정상
3180,세븐노래클럽,경기도,부천시,20131030,영업/정상
3181,귤 노래방(유흥),부산,금정구,20131030,영업/정상
3182,오투(O2),대구,동구,20131029,영업/정상
3183,스타노래방,제주,서귀포시,20131028,영업/정상
3184,엔노래광장,경기도,화성시,20131028,영업/정상
3185,그랜드,충남,부여군,20131025,영업/정상
3186,블루,대구,달서구,20131025,영업/정상
3187,애플,대구,달서구,20131025,영업/정상
3188,아라비안노래주점,경남,창원시,20131025,영업/정상
3189,디올바,경남,김해시,20131025,영업/정상
3190,피아트가요주점,경남,거제시,20131024,영업/정상
3191,별밤7080,부산,중구,20131023,영업/정상
3192,하트,울산,울주군,20131023,영업/정상
3193,미인노래방,경남,함안군,20131023,영업/정상
3194,보리밭룸노래빠,경기도,안양시,20131022,영업/정상
3195,동심초라이브,울산,남구,20131022,영업/정상
3196,코지나인,강원도,원주시,20131022,영업/정상
3197,금팡팡노래방,제주,서귀포시,20131021,영업/정상
3198,매미노래밤,강원도,강릉시,20131021,영업/정상
3199,곰투 노래주점,경남,창원시,20131018,영업/정상
3200,마돈나,전남,여수시,20131018,영업/정상
3201,올래 노래장,경기도,연천군,20131018,영업/정상
3202,호반,전남,순천시,20131017,영업/정상
3203,호롱박,전남,순천시,20131017,영업/정상
3204,키스노래클럽,인천,부평구,20131017,영업/정상
3205,써니,서울,강동구,20131017,영업/정상
3206,휠노래빠주점,경기도,평택시,20131017,영업/정상
3207,불루,부산,영도구,20131016,영업/정상
3208,부킹노래타운,인천,미추홀구,20131016,영업/정상
3209,알라뷰노래타운,충북,청주시,20131016,영업/정상
3210,뻘노래궁,강원도,강릉시,20131016,영업/정상
3211,거품,광주광역시,동구,20131016,영업/정상
3212,무지개노래빠,경기도,이천시,20131016,영업/정상
3213,하우스 빈,부산,해운대구,20131015,영업/정상
3214,소래노래광장,인천,남동구,20131011,영업/정상
3215,꼭지가요주점,충남,서산시,20131011,영업/정상
3216,여우노래광장,경기도,안산시,20131011,영업/정상
3217,궁전준코,서울,구로구,20131010,영업/정상
3218,궁전노래빠,서울,구로구,20131010,영업/정상
3219,친노래클럽,경기도,평택시,20131008,영업/정상
3220,인동스타노래주점,경북,구미시,20131008,영업/정상
3221,원더플,제주,제주시,20131007,영업/정상
3222,코끼리,경북,울진군,20131007,영업/정상
3223,여우노래빵,경기도,이천시,20131007,영업/정상
3224,독도노래타운,인천,미추홀구,20131004,영업/정상
3225,국제가요샵,충남,공주시,20131004,영업/정상
3226,섹시,서울,송파구,20131004,영업/정상
3227,하이문룸유흥주점,경남,창원시,20131004,영업/정상
3228,힐링노래클럽,충남,아산시,20131001,영업/정상
3229,도쿄,부산,해운대구,20130927,영업/정상
3230,헬로가라오케,경남,창원시,20130927,영업/정상
3231,둥지노래바,인천,계양구,20130927,영업/정상
3232,비즈니스룸싸롱,경북,영주시,20130927,영업/정상
3233,준노래타운,경기도,화성시,20130926,영업/정상
3234,우아미,경북,영천시,20130926,영업/정상
3235,여자친구,경남,김해시,20130925,영업/정상
3236,OK주점,전북,남원시,20130925,영업/정상
3237,뉴캐슬클럽,전남,순천시,20130924,영업/정상
3238,타임(TIME),경기도,부천시,20130923,영업/정상
3239,접속스탠드바,전북,전주시,20130923,영업/정상
3240,락.퓨전노래타운,경기도,안성시,20130917,영업/정상
3241,궁가요장,경기도,남양주시,20130917,영업/정상
3242,씨스타노래홀,전남,목포시,20130917,영업/정상
3243,양지노래주점,서울,서대문구,20130917,영업/정상
3244,아하미인,서울,중구,20130917,영업/정상
3245,황제노래타운,울산,중구,20130917,영업/정상
3246,후궁노래클럽,강원도,강릉시,20130917,영업/정상
3247,솜사탕,경남,창원시,20130917,영업/정상
3248,앵콜노래홀주점,경기도,평택시,20130917,영업/정상
3249,파라오,경기도,평택시,20130917,영업/정상
3250,오렌지회관,경북,문경시,20130917,영업/정상
3251,카라가요주점,경북,문경시,20130917,영업/정상
3252,황실음악홀,전북,고창군,20130917,영업/정상
3253,타임스(TIMES),경기도,부천시,20130916,영업/정상
3254,게타조아,부산,영도구,20130916,영업/정상
3255,비젼,경기도,의정부시,20130916,영업/정상
3256,린스,경남,사천시,20130916,영업/정상
3257,밤이야퓨전노래주점,경남,창원시,20130916,영업/정상
3258,유리(Yu Ri)가요장,경기도,포천시,20130913,영업/정상
3259,헤라노래클럽,경기도,부천시,20130913,영업/정상
3260,젠틀맨가요방,경북,문경시,20130913,영업/정상
3261,뉴홀인,경기도,안산시,20130913,영업/정상
3262,씨엔술노래타운,인천,남동구,20130912,영업/정상
3263,킹카노래바,경기도,부천시,20130912,영업/정상
3264,락스타노래타운,강원도,원주시,20130912,영업/정상
3265,명품,경남,사천시,20130912,영업/정상
3266,황제노래궁,경남,통영시,20130911,영업/정상
3267,청화대,경남,창녕군,20130911,영업/정상
3268,콜노래빠,경기도,성남시,20130911,영업/정상
3269,난장,대구,중구,20130910,영업/정상
3270,멜론노래타운,경남,거제시,20130910,영업/정상
3271,올리브,경기도,평택시,20130910,영업/정상
3272,락휴노래타운부평역점,인천,부평구,20130909,영업/정상
3273,비젼노래주점,경남,창원시,20130909,영업/정상
3274,럭셔리노래타운,인천,남동구,20130906,영업/정상
3275,탑스타,경남,통영시,20130906,영업/정상
3276,오케이(OK) 노래빠,경기도,안양시,20130905,영업/정상
3277,파트너노래클럽,충남,홍성군,20130905,영업/정상
3278,또와노래홀,광주광역시,동구,20130905,영업/정상
3279,여인천하,경북,구미시,20130905,영업/정상
3280,세인,충북,청주시,20130904,영업/정상
3281,까망,경남,사천시,20130904,영업/정상
3282,Mellow 뮤직타운,충북,증평군,20130903,영업/정상
3283,Mellow 호프소주,충북,증평군,20130903,영업/정상
3284,쌍떼 노래빵,경기도,성남시,20130903,영업/정상
3285,락 노래타운,부산,기장군,20130902,영업/정상
3286,제이제이 노래타운,부산,기장군,20130902,영업/정상
3287,큐브뮤직타운,경기도,의정부시,20130902,영업/정상
3288,일출봉노래주점,경남,함안군,20130902,영업/정상
3289,하루,전남,순천시,20130830,영업/정상
3290,더락퓨전뮤직타운,경남,김해시,20130830,영업/정상
3291,비너스가요주점,경북,경주시,20130830,영업/정상
3292,히트,경기도,수원시,20130830,영업/정상
3293,망고가요방,경기도,김포시,20130828,영업/정상
3294,따오기노래주점,경남,창녕군,20130828,영업/정상
3295,콩지술마시는노래방,경남,창원시,20130828,영업/정상
3296,플라워뮤직,서울,관악구,20130828,영업/정상
3297,플로우뮤직,서울,관악구,20130828,영업/정상
3298,호반노래타운,전남,여수시,20130828,영업/정상
