발생년,발생년월일시,주야,요일,사망자수,사상자수,발생지
2015,2015030205,야간,월,1,1,전북 군산시
2015,2015022723,야간,금,1,3,경기 가평군
2015,2015022811,주간,토,1,1,충남 서산시
2015,2015022516,주간,수,1,2,충북 충주시
2015,2015022519,야간,수,1,1,전남 나주시
2015,2015022622,야간,목,1,1,서울 구로구
2015,2015030418,야간,수,1,1,전북 전주시
2015,2015030320,야간,화,1,1,전북 군산시
2015,2015030310,주간,화,1,1,충남 공주시
2015,2015030102,야간,일,1,1,경남 창녕군
2015,2015030318,야간,화,1,2,전북 익산시
2015,2015030600,야간,금,1,1,경기 의왕시
2015,2015031220,야간,목,1,1,대전 대덕구
2015,2015031217,주간,목,1,1,충북 증평군
2015,2015031122,야간,수,1,1,전남 해남군
2015,2015030913,주간,월,1,1,서울 강남구
2015,2015032019,야간,금,1,2,경북 영천시
2015,2015031719,야간,화,1,1,전남 광양시
2015,2015031722,야간,화,1,1,충남 천안시
2015,2015031911,주간,목,1,4,전북 군산시
2015,2015032222,야간,일,1,1,제주 서귀포시
2015,2015032310,주간,월,1,1,부산 기장군
2015,2015032115,주간,토,1,3,부산 금정구
2015,2015032801,야간,토,1,1,서울 마포구
2015,2015032716,주간,금,1,1,전남 순천시
2015,2015032704,야간,금,1,1,서울 송파구
2015,2015032709,주간,금,1,1,경기 고양시
2015,2015032609,주간,목,1,1,대구 수성구
2015,2015033101,야간,화,1,2,경기 포천시
2015,2015032919,야간,일,1,4,서울 노원구
2015,2015021902,야간,목,1,2,서울 성동구
2015,2015022006,주간,금,1,1,전북 군산시
2015,2015021519,야간,일,1,2,충북 충주시
2015,2015021620,야간,월,1,2,경기 남양주시
2015,2015030323,야간,화,1,3,대구 북구
2015,2015030400,야간,수,1,1,제주 제주시
2015,2015030210,주간,월,1,1,서울 송파구
2015,2015030818,야간,일,1,1,경북 안동시
2015,2015030905,야간,월,1,1,광주 동구
2015,2015030811,주간,일,1,1,대구 수성구
2015,2015030708,주간,토,1,1,경기 수원시
2015,2015040608,주간,월,1,1,강원 평창군
2015,2015040814,주간,수,1,2,경남 진주시
2015,2015041409,주간,화,1,5,충북 음성군
2015,2015041608,주간,목,1,5,경북 경주시
2015,2015041305,야간,월,1,1,울산 울주군
2015,2015041723,야간,금,1,1,서울 강서구
2015,2015042921,야간,수,1,2,경북 구미시
2015,2015050604,야간,수,1,1,광주 서구
2015,2015050606,주간,수,1,1,충남 천안시
2015,2015050619,야간,수,1,1,서울 성북구
2015,2015050404,야간,월,1,1,경기 가평군
2015,2015050417,주간,월,1,1,강원 양구군
2015,2015051602,야간,토,1,1,경기 화성시
2015,2015051618,야간,토,1,1,경기 포천시
2015,2015051416,주간,목,1,1,전남 순천시
2015,2015051511,주간,금,1,1,충남 예산군
2015,2015051811,주간,월,2,5,전남 영암군
2015,2015051716,주간,일,1,1,충북 충주시
2015,2015051720,야간,일,1,2,경북 포항시
2015,2015052400,야간,일,1,1,부산 진구
2015,2015040421,야간,토,1,1,경남 거창군
2015,2015040521,야간,일,1,1,경남 진주시
2015,2015040808,주간,수,1,1,대구 달서구
2015,2015041218,야간,일,1,1,울산 울주군
2015,2015050214,주간,토,1,2,경기 용인시
2015,2015050206,주간,토,1,1,대구 달서구
2015,2015042918,야간,수,1,1,전남 보성군
2015,2015043013,주간,목,1,1,충남 공주시
2015,2015043016,주간,목,1,1,충남 보령시
2015,2015050515,주간,화,1,1,전북 진안군
2015,2015050522,야간,화,1,1,경기 평택시
2015,2015050620,야간,수,1,1,전남 해남군
2015,2015051406,주간,목,1,1,충북 청주시
2015,2015051208,주간,화,1,5,광주 북구
2015,2015051210,주간,화,1,1,충북 제천시
2015,2015051023,야간,일,1,1,대구 서구
2015,2015051120,야간,월,1,1,경기 남양주시
2015,2015051505,야간,금,1,1,경기 안산시
2015,2015051610,주간,토,2,2,경북 구미시
2015,2015051922,야간,화,1,1,경기 시흥시
2015,2015052020,야간,수,1,1,서울 성북구
2015,2015051909,주간,화,1,1,강원 철원군
2015,2015051905,야간,화,1,1,부산 서구
2015,2015051822,야간,월,1,1,경북 김천시
2015,2015030719,야간,토,1,1,경북 성주군
2015,2015030621,야간,금,1,1,세종 세종
2015,2015030711,주간,토,1,1,대전 중구
2015,2015031715,주간,화,1,2,전남 보성군
2015,2015031423,야간,토,2,2,인천 서구
2015,2015031416,주간,토,1,1,경기 고양시
2015,2015031321,야간,금,1,1,경기 안성시
2015,2015032009,주간,금,1,1,경기 남양주시
2015,2015031911,주간,목,1,1,부산 수영구
2015,2015031905,야간,목,1,1,인천 서구
2015,2015031910,주간,목,1,6,경기 양평군
2015,2015031819,야간,수,1,1,대구 수성구
2015,2015031705,야간,화,1,4,서울 마포구
2015,2015031811,주간,수,1,1,전남 영광군
2015,2015032507,주간,수,1,1,전남 신안군
2015,2015032415,주간,화,1,1,경남 양산시
2015,2015032801,야간,토,1,2,경기 안산시
2015,2015032619,야간,목,1,5,강원 양구군
2015,2015032415,주간,화,1,1,경기 고양시
2015,2015032523,야간,수,2,2,서울 동작구
2015,2015032922,야간,일,1,1,경북 의성군
2015,2015021709,주간,화,1,2,전남 강진군
2015,2015022316,주간,월,1,1,대구 달서구
2015,2015022317,주간,월,1,1,부산 수영구
2015,2015022503,야간,수,1,1,서울 용산구
2015,2015022719,야간,금,1,1,전남 장흥군
2015,2015022613,주간,목,1,2,강원 고성군
2015,2015030308,주간,화,1,1,충남 예산군
2015,2015030923,야간,월,1,1,전남 곡성군
2015,2015030710,주간,토,1,1,경북 성주군
2015,2015030908,주간,월,1,1,경기 파주시
2015,2015030613,주간,금,1,2,경기 수원시
2015,2015030916,주간,월,1,1,충북 청주시
2015,2015031919,야간,목,1,1,경북 봉화군
2015,2015031817,주간,수,1,1,경기 남양주시
2015,2015031722,야간,화,1,1,경북 구미시
2015,2015031722,야간,화,1,1,경남 창원시(통합)
2015,2015031819,야간,수,1,1,경북 경산시
2015,2015032303,야간,월,1,2,서울 강북구
2015,2015032722,야간,금,1,3,경기 고양시
2015,2015032701,야간,금,1,1,경남 고성군
2015,2015033111,주간,화,1,2,전남 여수시
2015,2015051914,주간,화,1,3,경기 양주시
2015,2015062802,야간,일,1,1,경남 창원시(통합)
2015,2015062800,야간,일,1,1,전북 무주군
2015,2015062614,주간,금,1,2,경기 양주시
2015,2015063021,야간,화,1,2,충북 옥천군
2015,2015070712,주간,화,1,1,제주 제주시
2015,2015070604,야간,월,1,1,부산 강서구
2015,2015070621,야간,월,1,1,전북 부안군
2015,2015070700,야간,화,1,1,경북 경주시
2015,2015070423,야간,토,1,1,경기 부천시
2015,2015070405,야간,토,1,1,서울 송파구
2015,2015070514,주간,일,1,1,경북 봉화군
2015,2015052523,야간,월,1,1,인천 서구
2015,2015052609,주간,화,1,4,제주 제주시
2015,2015053003,야간,토,1,1,울산 북구
2015,2015052921,야간,금,1,1,경북 포항시
2015,2015052815,주간,목,1,1,강원 고성군
2015,2015052718,야간,수,2,7,충남 금산군
2015,2015052714,주간,수,1,1,경기 평택시
2015,2015060317,주간,수,1,1,충북 보은군
2015,2015060519,야간,금,1,1,경기 용인시
2015,2015060521,야간,금,1,1,경기 수원시
2015,2015060606,주간,토,1,8,경북 영천시
2015,2015060810,주간,월,1,1,전남 목포시
2015,2015061805,야간,목,1,1,경기 광주시
2015,2015061521,야간,월,1,1,경기 평택시
2015,2015061608,주간,화,1,1,대전 대덕구
2015,2015061619,야간,화,1,1,전남 나주시
2015,2015062210,주간,월,1,1,경남 사천시
2015,2015062012,주간,토,1,1,대전 동구
2015,2015062003,야간,토,1,3,경기 안산시
2015,2015062019,야간,토,1,1,부산 사하구
2015,2015062616,주간,금,1,1,경기 군포시
2015,2015062906,주간,월,1,1,강원 횡성군
2015,2015062618,야간,금,1,1,전남 여수시
2015,2015062609,주간,금,1,2,전남 화순군
2015,2015052521,야간,월,1,2,서울 마포구
2015,2015070208,주간,목,1,1,경기 남양주시
2015,2015070106,주간,수,1,2,경북 경산시
2015,2015070606,주간,월,1,1,경북 안동시
2015,2015070618,야간,월,1,1,대구 달성군
2015,2015070708,주간,화,1,1,대구 수성구
2015,2015033121,야간,화,1,1,서울 마포구
2015,2015033016,주간,월,1,1,전북 남원시
2015,2015033019,야간,월,1,1,경북 영양군
2015,2015033023,야간,월,1,1,경북 구미시
2015,2015033005,야간,월,1,1,대구 중구
2015,2015033007,주간,월,1,4,경기 의정부시
2015,2015021300,야간,금,1,1,대구 수성구
2015,2015021300,야간,금,1,1,부산 해운대구
2015,2015021220,야간,목,1,1,전남 강진군
2015,2015021717,주간,화,2,13,제주 제주시
2015,2015022505,야간,수,1,4,울산 북구
2015,2015022306,주간,월,1,1,전북 군산시
2015,2015030117,주간,일,1,2,제주 제주시
2015,2015022711,주간,금,1,1,대구 남구
2015,2015022719,야간,금,1,1,전남 여수시
2015,2015022606,주간,목,1,1,경기 용인시
2015,2015030207,주간,월,1,1,충남 청양군
2015,2015030106,주간,일,1,1,충남 아산시
2015,2015030119,야간,일,1,1,대전 동구
2015,2015030618,야간,금,1,1,경남 진주시
2015,2015031210,주간,목,1,2,전남 담양군
2015,2015030913,주간,월,1,3,충남 태안군
2015,2015031022,야간,화,1,1,울산 동구
2015,2015031514,주간,일,1,3,충남 서산시
2015,2015031612,주간,월,1,1,전북 고창군
2015,2015031421,야간,토,1,1,전남 순천시
2015,2015031417,주간,토,1,1,서울 강동구
2015,2015032017,주간,금,1,16,충북 청주시
2015,2015032716,주간,금,1,1,경기 안산시
2015,2015040106,주간,수,1,1,전북 전주시
2015,2015040116,주간,수,1,4,충남 홍성군
2015,2015040112,주간,수,1,3,강원 춘천시
2015,2015040115,주간,수,1,1,충북 청주시
2015,2015040100,야간,수,1,2,광주 서구
2015,2015032903,야간,일,1,1,경북 울진군
2015,2015032912,주간,일,1,2,서울 동대문구
2015,2015032913,주간,일,1,1,인천 남구
2015,2015032818,야간,토,1,1,경기 광주시
2015,2015033006,주간,월,1,1,강원 정선군
2015,2015040309,주간,금,1,4,경북 영주시
2015,2015021314,주간,금,1,2,충북 청주시
2015,2015021310,주간,금,1,1,경기 안산시
2015,2015021817,주간,수,1,1,대전 동구
2015,2015021601,야간,월,1,3,광주 서구
2015,2015051805,야간,월,1,1,인천 서구
2015,2015051614,주간,토,1,1,경기 성남시
2015,2015051710,주간,일,1,1,경기 부천시
2015,2015052218,야간,금,1,1,충남 아산시
2015,2015052320,야간,토,1,2,경북 포항시
2015,2015052414,주간,일,1,6,강원 양양군
2015,2015052321,야간,토,1,1,경기 안양시
2015,2015053021,야간,토,1,4,부산 연제구
2015,2015052720,야간,수,1,1,경기 여주시
2015,2015052714,주간,수,2,5,충남 태안군
2015,2015053122,야간,일,1,1,경기 양평군
2015,2015060702,야간,일,1,1,서울 도봉구
2015,2015060620,야간,토,1,1,광주 서구
2015,2015060513,주간,금,1,3,충북 옥천군
2015,2015060421,야간,목,1,1,경북 안동시
2015,2015060501,야간,금,1,1,부산 동래구
2015,2015060416,주간,목,1,1,전남 순천시
2015,2015061008,주간,수,1,1,강원 고성군
2015,2015060823,야간,월,1,4,경기 양평군
2015,2015070908,주간,목,1,2,경기 평택시
2015,2015060823,야간,월,1,3,경기 김포시
2015,2015060810,주간,월,2,2,경기 구리시
2015,2015060717,주간,일,1,1,충남 공주시
2015,2015060820,야간,월,1,1,경북 경산시
2015,2015061404,야간,일,1,2,강원 강릉시
2015,2015061316,주간,토,1,1,대전 동구
2015,2015061105,야간,목,1,2,전남 순천시
2015,2015061114,주간,목,1,1,인천 중구
2015,2015061521,야간,월,1,2,충남 천안시
2015,2015061911,주간,금,1,1,서울 용산구
2015,2015062001,야간,토,1,1,서울 동작구
2015,2015062004,야간,토,1,1,경북 포항시
2015,2015062320,야간,화,1,1,전남 영광군
2015,2015062321,야간,화,1,1,충남 논산시
2015,2015062412,주간,수,1,1,부산 수영구
2015,2015063003,야간,화,1,1,경기 화성시
2015,2015052804,야간,목,1,1,대구 달서구
2015,2015052714,주간,수,1,1,경남 창원시(통합)
2015,2015052623,야간,화,1,2,경기 시흥시
2015,2015060221,야간,화,1,1,경기 구리시
2015,2015053113,주간,일,1,2,경기 화성시
2015,2015053120,야간,일,1,1,경남 함안군
2015,2015021702,야간,화,1,2,강원 속초시
2015,2015022410,주간,화,1,1,경기 평택시
2015,2015022421,야간,화,1,1,광주 광산구
2015,2015022723,야간,금,1,1,경남 양산시
2015,2015022607,주간,목,1,2,강원 원주시
2015,2015030504,야간,목,1,1,인천 계양구
2015,2015030415,주간,수,1,1,전북 전주시
2015,2015031006,주간,화,1,1,경북 포항시
2015,2015031022,야간,화,1,1,대구 달성군
2015,2015031104,야간,수,1,1,경기 고양시
2015,2015031100,야간,수,1,1,서울 강남구
2015,2015031714,주간,화,1,2,전북 익산시
2015,2015031506,주간,일,1,2,경기 성남시
2015,2015031915,주간,목,1,1,경북 의성군
2015,2015032013,주간,금,1,1,경북 김천시
2015,2015032601,야간,목,1,2,서울 중랑구
2015,2015033017,주간,월,1,1,경기 용인시
2015,2015032919,야간,일,1,2,전남 나주시
2015,2015032821,야간,토,1,1,경남 김해시
2015,2015040321,야간,금,1,1,인천 남구
2015,2015021822,야간,수,1,1,경기 광주시
2015,2015021911,주간,목,1,3,경북 경주시
2015,2015021719,야간,화,1,1,경북 구미시
2015,2015022420,야간,화,1,1,경남 함안군
2015,2015030406,주간,수,1,2,충남 태안군
2015,2015030405,야간,수,1,1,광주 북구
2015,2015030713,주간,토,1,1,강원 강릉시
2015,2015030818,야간,일,1,1,대구 동구
2015,2015030716,주간,토,1,1,경북 김천시
2015,2015030700,야간,토,1,2,울산 중구
2015,2015030517,주간,목,1,1,충남 아산시
2015,2015031210,주간,목,1,1,전남 무안군
2015,2015031000,야간,화,1,1,경기 안산시
2015,2015031010,주간,화,1,1,부산 강서구
2015,2015031119,야간,수,1,1,강원 평창군
2015,2015031322,야간,금,1,2,경기 의정부시
2015,2015031416,주간,토,1,2,충북 음성군
2015,2015032004,야간,금,1,1,서울 강남구
2015,2015032306,주간,월,1,1,전남 영광군
2015,2015032201,야간,일,1,1,서울 강북구
2015,2015032201,야간,일,1,1,대구 수성구
2015,2015033117,주간,화,1,1,경남 창원시(통합)
2015,2015070310,주간,금,1,1,대구 동구
2015,2015070321,야간,금,1,4,서울 은평구
2015,2015070400,야간,토,1,1,부산 해운대구
2015,2015070417,주간,토,1,1,충남 당진시
2015,2015070515,주간,일,1,6,충북 청주시
2015,2015071020,야간,금,1,1,부산 강서구
2015,2015071003,야간,금,1,1,광주 북구
2015,2015070914,주간,목,1,1,경남 밀양시
2015,2015070918,야간,목,1,2,대구 달성군
2015,2015060904,야간,화,1,1,충남 아산시
2015,2015060910,주간,화,1,1,경기 안산시
2015,2015060908,주간,화,1,1,충북 음성군
2015,2015060810,주간,월,1,1,강원 철원군
2015,2015061503,야간,월,1,2,전남 무안군
2015,2015061214,주간,금,2,3,충남 태안군
2015,2015061208,주간,금,1,1,강원 영월군
2015,2015061214,주간,금,1,3,경기 고양시
2015,2015061721,야간,수,1,1,강원 원주시
2015,2015061613,주간,화,1,1,경북 칠곡군
2015,2015061420,야간,일,1,1,경기 파주시
2015,2015062016,주간,토,1,1,경기 연천군
2015,2015062323,야간,화,1,2,부산 기장군
2015,2015062321,야간,화,1,1,전북 부안군
2015,2015062923,야간,월,1,1,경남 창원시(통합)
2015,2015062910,주간,월,1,1,제주 서귀포시
2015,2015052104,야간,목,1,1,서울 서대문구
2015,2015052521,야간,월,1,1,경북 영천시
2015,2015052522,야간,월,1,1,전북 전주시
2015,2015052505,야간,월,1,3,강원 속초시
2015,2015053007,주간,토,1,2,경남 함양군
2015,2015053104,야간,일,1,1,전북 군산시
2015,2015052806,주간,목,1,1,서울 성북구
2015,2015060301,야간,수,1,1,서울 관악구
2015,2015060320,야간,수,1,1,경기 화성시
2015,2015060423,야간,목,1,1,대전 대덕구
2015,2015060516,주간,금,1,1,서울 성북구
2015,2015060513,주간,금,1,1,전북 남원시
2015,2015060421,야간,목,1,1,경북 영천시
2015,2015060412,주간,목,1,2,충남 서산시
2015,2015061020,야간,수,1,1,충남 보령시
2015,2015060722,야간,일,1,1,부산 남구
2015,2015060720,야간,일,1,1,경북 예천군
2015,2015040116,주간,수,1,2,충북 음성군
2015,2015033102,야간,화,1,2,경기 파주시
2015,2015032912,주간,일,1,1,경기 파주시
2015,2015032818,야간,토,1,1,충남 서천군
2015,2015040409,주간,토,1,2,경북 청도군
2015,2015040310,주간,금,1,1,경북 경주시
2015,2015022306,주간,월,1,3,경남 거창군
2015,2015021317,주간,금,1,1,경북 영주시
2015,2015021520,야간,일,1,1,광주 광산구
2015,2015022405,야간,화,1,2,제주 제주시
2015,2015022519,야간,수,1,1,강원 강릉시
2015,2015030713,주간,토,1,1,충남 부여군
2015,2015030909,주간,월,1,1,경기 수원시
2015,2015030512,주간,목,1,1,경기 용인시
2015,2015031220,야간,목,1,2,울산 중구
2015,2015031222,야간,목,1,3,경기 김포시
2015,2015031704,야간,화,1,1,전북 전주시
2015,2015031617,주간,월,1,1,전남 화순군
2015,2015031619,야간,월,1,1,충남 금산군
2015,2015031623,야간,월,1,1,경기 평택시
2015,2015031422,야간,토,1,1,대구 수성구
2015,2015031919,야간,목,1,1,경남 거창군
2015,2015031914,주간,목,1,1,부산 동래구
2015,2015031918,야간,목,1,1,경북 영천시
2015,2015032003,야간,금,1,1,경기 남양주시
2015,2015031821,야간,수,1,1,경북 포항시
2015,2015032418,야간,화,1,1,인천 중구
2015,2015032811,주간,토,1,1,전북 무주군
2015,2015032618,야간,목,1,1,서울 강서구
2015,2015032619,야간,목,1,1,대구 달성군
2015,2015032613,주간,목,1,1,경기 안산시
2015,2015033016,주간,월,1,1,경북 포항시
2015,2015032723,야간,금,1,1,경기 광주시
2015,2015032917,주간,일,1,1,충남 공주시
2015,2015032910,주간,일,1,1,전남 구례군
2015,2015040300,야간,금,1,1,전남 영암군
2015,2015040305,야간,금,1,1,경기 시흥시
2015,2015040114,주간,수,1,1,전남 영광군
2015,2015022200,야간,일,1,3,경기 시흥시
2015,2015021302,야간,금,1,1,전남 광양시
2015,2015021915,주간,목,1,31,서울 강북구
2015,2015022304,야간,월,1,2,전남 영암군
2015,2015022613,주간,목,1,1,경기 수원시
2015,2015030411,주간,수,1,1,경기 하남시
2015,2015060702,야간,일,1,5,울산 남구
2015,2015060717,주간,일,1,1,경북 구미시
2015,2015061408,주간,일,1,1,경남 창원시(통합)
2015,2015061723,야간,수,1,1,경남 김해시
2015,2015061806,주간,목,1,1,경남 창녕군
2015,2015061716,주간,수,1,1,경북 경주시
2015,2015061513,주간,월,1,1,서울 중랑구
2015,2015061700,야간,수,1,1,충북 충주시
2015,2015062120,야간,일,1,1,전북 부안군
2015,2015062222,야간,월,1,1,인천 연수구
2015,2015061904,야간,금,1,1,경기 화성시
2015,2015062307,주간,화,1,3,전북 익산시
2015,2015062923,야간,월,1,1,경기 시흥시
2015,2015062804,야간,일,1,1,강원 원주시
2015,2015062617,주간,금,1,1,충남 청양군
2015,2015062707,주간,토,1,1,경북 영천시
2015,2015062608,주간,금,1,1,충남 논산시
2015,2015052016,주간,수,1,1,강원 삼척시
2015,2015052600,야간,화,1,1,충남 천안시
2015,2015052700,야간,수,1,3,전남 나주시
2015,2015052500,야간,월,1,1,경북 포항시
2015,2015052903,야간,금,1,2,경기 광주시
2015,2015053004,야간,토,1,1,울산 울주군
2015,2015053106,주간,일,1,2,서울 중랑구
2015,2015060217,주간,화,1,1,전북 남원시
2015,2015060307,주간,수,1,19,경남 합천군
2015,2015060402,야간,목,1,2,경기 파주시
2015,2015060107,주간,월,1,1,경남 창원시(통합)
2015,2015060510,주간,금,1,2,경남 하동군
2015,2015060517,주간,금,1,1,충남 금산군
2015,2015060316,주간,수,1,1,충남 아산시
2015,2015060923,야간,화,1,1,경기 평택시
2015,2015060713,주간,일,1,1,경남 고성군
2015,2015060723,야간,일,1,1,서울 도봉구
2015,2015060820,야간,월,1,1,충북 청주시
2015,2015060818,야간,월,1,1,인천 연수구
2015,2015060814,주간,월,1,7,전남 구례군
2015,2015061406,주간,일,1,1,충남 예산군
2015,2015061317,주간,토,1,1,충남 아산시
2015,2015061118,야간,목,1,1,충남 서산시
2015,2015061116,주간,목,1,1,부산 해운대구
2015,2015061204,야간,금,1,1,서울 영등포구
2015,2015120918,야간,수,1,1,전북 김제시
2015,2015121118,야간,금,1,1,전남 무안군
2015,2015121422,야간,월,1,1,경북 영주시
2015,2015121200,야간,토,4,7,경기 고양시
2015,2015082218,야간,토,1,1,경기 평택시
2015,2015121308,주간,일,1,1,서울 용산구
2015,2015121305,야간,일,1,1,제주 제주시
2015,2015121319,야간,일,1,1,충북 보은군
2015,2015121102,야간,금,1,1,경북 경주시
2015,2015121518,야간,화,1,1,경기 동두천시
2015,2015121220,야간,토,1,1,경남 밀양시
2015,2015120918,야간,수,1,1,충남 논산시
2015,2015120915,주간,수,1,1,경기 고양시
2015,2015121320,야간,일,1,3,인천 부평구
2015,2015121303,야간,일,1,1,경북 경산시
2015,2015101618,야간,금,1,1,세종 세종
2015,2015031311,주간,금,1,1,전남 순천시
2015,2015031303,야간,금,1,1,대구 서구
2015,2015031106,주간,수,1,1,충북 청주시
2015,2015031010,주간,화,1,1,경기 광주시
2015,2015031511,주간,일,1,2,전북 익산시
2015,2015031617,주간,월,1,1,경북 경주시
2015,2015031508,주간,일,1,6,경기 김포시
2015,2015031806,주간,수,1,1,경남 창원시(통합)
