발생년,발생년월일시,주야,요일,사망자수,사상자수,발생지시도,발생지시군구
2013,2013010808,주간,화,1,1,서울,마포구
2013,2013071222,야간,금,1,2,전북,정읍시
2013,2013080103,야간,목,1,16,전북,고창군
2013,2013120705,야간,토,1,1,광주,광산구
2013,2013010306,주간,목,1,1,대전,대덕구
2013,2013123106,주간,화,1,2,경남,창원시(통합)
2013,2013010811,주간,화,1,3,경기,남양주시
2013,2013042305,야간,화,1,2,경기,하남시
2013,2013070816,주간,월,1,1,경기,안산시
2013,2013082905,야간,목,1,3,충남,공주시
2013,2013110405,야간,월,1,1,경기,여주시
2013,2013082307,주간,금,1,1,경기,안성시
2013,2013100410,주간,금,1,10,전북,완주군
2013,2013100714,주간,월,1,2,경북,영천시
2013,2013061221,야간,수,1,1,충북,청원군
2013,2013042906,주간,월,1,1,대전,대덕구
2013,2013011018,야간,목,1,3,경북,영주시
2013,2013011013,주간,목,1,1,경기,여주시
2013,2013010919,야간,수,1,1,부산,영도구
2013,2013011719,야간,목,1,1,대전,중구
2013,2013011720,야간,목,1,1,부산,금정구
2013,2013011718,야간,목,1,1,전북,정읍시
2013,2013011708,주간,목,1,2,전남,장성군
2013,2013011809,주간,금,1,1,경북,칠곡군
2013,2013011607,주간,수,1,1,충남,아산시
2013,2013011420,야간,월,1,2,전남,완도군
2013,2013011307,주간,일,1,1,전북,부안군
2013,2013011501,야간,화,1,5,전북,김제시
2013,2013011318,야간,일,1,3,광주,광산구
2013,2013012322,야간,수,1,1,경남,창원시(통합)
2013,2013012220,야간,화,1,1,충남,서산시
2013,2013012318,야간,수,1,1,전북,임실군
2013,2013012314,주간,수,1,1,전북,남원시
2013,2013012304,야간,수,1,1,경기,포천시
2013,2013011921,야간,토,1,3,대전,중구
2013,2013012011,주간,일,1,1,부산,진구
2013,2013012106,주간,월,1,1,부산,진구
2013,2013012113,주간,월,1,1,부산,영도구
2013,2013013002,야간,수,1,1,전남,광양시
2013,2013013107,주간,목,1,1,부산,남구
2013,2013012816,주간,월,1,1,충북,보은군
2013,2013012817,주간,월,1,1,전북,김제시
2013,2013012913,주간,화,1,1,부산,사하구
2013,2013012810,주간,월,1,1,경기,화성시
2013,2013020522,야간,화,1,1,제주,제주시
2013,2013020418,야간,월,1,1,경기,남양주시
2013,2013020422,야간,월,1,1,경기,남양주시
2013,2013020523,야간,화,2,2,강원,인제군
2013,2013013107,주간,목,1,1,경기,평택시
2013,2013020119,야간,금,1,2,제주,제주시
2013,2013020204,야간,토,1,1,경기,포천시
2013,2013020122,야간,금,1,1,경기,남양주시
2013,2013021200,야간,화,1,1,전남,곡성군
2013,2013010800,야간,화,1,1,경기,안산시
2013,2013011101,야간,금,1,1,경기,부천시
2013,2013011100,야간,금,1,1,인천,서구
2013,2013011719,야간,목,1,1,서울,동대문구
2013,2013011901,야간,토,2,5,경북,칠곡군
2013,2013011417,주간,월,1,1,경기,화성시
2013,2013011418,야간,월,1,1,경기,용인시
2013,2013011416,주간,월,1,1,경기,고양시
2013,2013011309,주간,일,1,1,경북,봉화군
2013,2013011320,야간,일,1,1,경북,영천시
2013,2013011314,주간,일,1,5,충북,청원군
2013,2013011317,주간,일,1,1,충북,청원군
2013,2013011409,주간,월,1,1,충북,증평군
2013,2013011318,야간,일,1,1,전북,완주군
2013,2013011316,주간,일,1,1,전북,완주군
2013,2013011315,주간,일,1,1,전북,완주군
2013,2013012508,주간,금,1,1,대전,서구
2013,2013012120,야간,월,1,2,경기,안산시
2013,2013071112,주간,목,1,2,경기,고양시
2013,2013081400,야간,수,1,1,경기,용인시
2013,2013101507,주간,화,1,11,경기,오산시
2013,2013010313,주간,목,1,3,대구,동구
2013,2013040717,주간,일,1,1,경기,안성시
2013,2013061013,주간,월,1,1,경기,용인시
2013,2013032404,야간,일,1,1,경기,의정부시
2013,2013052904,야간,수,1,1,경기,의정부시
2013,2013020610,주간,수,1,1,충북,청주시
2013,2013020301,야간,일,1,3,부산,사상구
2013,2013020303,야간,일,1,2,충남,천안시
2013,2013020306,주간,일,1,1,경남,창원시(통합)
2013,2013020206,주간,토,1,1,경기,평택시
2013,2013021109,주간,월,1,1,서울,노원구
2013,2013021017,주간,일,1,9,경기,평택시
2013,2013021321,야간,수,1,1,충북,진천군
2013,2013021307,주간,수,1,1,경기,여주시
2013,2013020806,주간,금,1,1,강원,화천군
2013,2013010718,야간,월,1,2,전남,함평군
2013,2013031016,주간,일,1,2,전남,함평군
2013,2013021321,야간,수,1,2,전남,무안군
2013,2013102311,주간,수,1,1,서울,송파구
2013,2013111918,야간,화,1,1,충북,영동군
2013,2013113014,주간,토,2,3,경북,고령군
2013,2013122806,주간,토,1,2,경북,고령군
2013,2013111205,야간,화,1,2,경북,문경시
2013,2013010618,야간,일,1,1,경기,안성시
2013,2013010316,주간,목,1,5,경남,창원시(통합)
2013,2013011016,주간,목,1,1,부산,서구
2013,2013010818,야간,화,1,1,강원,동해시
2013,2013062510,주간,화,1,1,전남,광양시
2013,2013011404,야간,월,1,2,충북,음성군
2013,2013022301,야간,토,2,2,강원,강릉시
2013,2013012200,야간,화,1,1,서울,노원구
2013,2013012122,야간,월,1,1,서울,강동구
2013,2013012923,야간,화,1,1,충북,청주시
2013,2013012823,야간,월,1,1,울산,울주군
2013,2013012923,야간,화,1,1,울산,동구
2013,2013013019,야간,수,1,1,울산,울주군
2013,2013012817,주간,월,1,3,강원,홍천군
2013,2013020609,주간,수,1,1,충남,공주시
2013,2013020301,야간,일,1,1,충북,청주시
2013,2013020504,야간,화,1,1,부산,진구
2013,2013020300,야간,일,1,2,경기,평택시
2013,2013020219,야간,토,1,1,경기,이천시
2013,2013020904,야간,토,1,1,대전,유성구
2013,2013021107,주간,월,1,3,대구,수성구
2013,2013020619,야간,수,1,1,대전,대덕구
2013,2013020710,주간,목,1,1,부산,금정구
2013,2013020621,야간,수,1,2,충남,아산시
2013,2013021617,주간,토,1,1,경기,양주시
2013,2013021822,야간,월,1,1,대구,달서구
2013,2013021808,주간,월,1,1,경북,구미시
2013,2013021420,야간,목,1,1,제주,제주시
2013,2013021418,야간,목,1,1,경남,거제시
2013,2013021318,야간,수,1,1,충남,예산군
2013,2013010705,야간,월,1,3,강원,동해시
2013,2013010518,야간,토,1,2,경북,경산시
2013,2013011122,야간,금,1,1,대구,북구
2013,2013011119,야간,금,1,1,대전,대덕구
2013,2013011701,야간,목,1,1,인천,서구
2013,2013011516,주간,화,1,1,경기,광주시
2013,2013011600,야간,수,1,1,울산,중구
2013,2013012318,야간,수,1,1,경기,고양시
2013,2013012115,주간,월,1,1,강원,춘천시
2013,2013012906,주간,화,1,1,경기,이천시
2013,2013013015,주간,수,1,1,경기,의정부시
2013,2013013005,야간,수,1,1,서울,종로구
2013,2013013106,주간,목,1,1,광주,북구
2013,2013013015,주간,수,1,1,경북,안동시
2013,2013013119,야간,목,1,1,경북,구미시
2013,2013020521,야간,화,1,7,경북,김천시
2013,2013020521,야간,화,1,1,울산,북구
2013,2013020223,야간,토,1,2,서울,동대문구
2013,2013070100,야간,월,1,2,충북,보은군
2013,2013070912,주간,화,1,5,경북,예천군
2013,2013101521,야간,화,1,1,충북,청원군
2013,2013091405,야간,토,1,2,충북,보은군
2013,2013110715,주간,목,1,2,충북,청원군
2013,2013031819,야간,월,1,3,경북,영천시
2013,2013030914,주간,토,1,2,경북,의성군
2013,2013012111,주간,월,1,6,경기,화성시
2013,2013022421,야간,일,1,2,경기,안성시
2013,2013101117,주간,금,1,6,경기,안산시
2013,2013071707,주간,수,1,1,충북,청원군
2013,2013071303,야간,토,1,20,경북,경산시
2013,2013073017,주간,화,2,4,경남,합천군
2013,2013081121,야간,일,1,1,경북,영주시
2013,2013011903,야간,토,1,5,충북,청주시
2013,2013101705,야간,목,1,1,충남,홍성군
2013,2013012206,주간,화,1,2,경기,안양시
2013,2013012007,주간,일,1,8,경기,고양시
2013,2013012007,주간,일,2,2,경기,용인시
2013,2013012116,주간,월,1,2,경북,문경시
2013,2013012104,야간,월,1,2,충북,충주시
2013,2013012022,야간,일,1,1,인천,남구
2013,2013022008,주간,수,4,4,경남,함양군
2013,2013012006,주간,일,1,1,충남,당진시
2013,2013012913,주간,화,1,1,충남,아산시
2013,2013013005,야간,수,1,1,광주,광산구
2013,2013013006,주간,수,1,17,제주,제주시
2013,2013012905,야간,화,1,2,대전,서구
2013,2013012720,야간,일,1,1,충남,아산시
2013,2013012522,야간,금,1,1,충남,서산시
2013,2013012718,야간,일,1,1,경기,부천시
2013,2013021123,야간,월,2,7,경북,영천시
2013,2013012112,주간,월,1,2,경북,구미시
2013,2013091014,주간,화,1,5,전북,고창군
2013,2013090905,야간,월,1,1,전북,김제시
2013,2013101814,주간,금,1,2,전북,김제시
2013,2013112818,야간,목,1,1,충남,서산시
2013,2013122904,야간,일,2,3,경기,광주시
2013,2013110323,야간,일,1,1,전북,김제시
2013,2013092902,야간,일,1,3,경기,안양시
2013,2013010718,야간,월,1,1,경남,창녕군
2013,2013010314,주간,목,1,1,전북,익산시
2013,2013010307,주간,목,1,5,강원,홍천군
2013,2013122506,주간,수,1,3,대전,서구
2013,2013022814,주간,목,2,2,충북,제천시
2013,2013030200,야간,토,1,1,경기,화성시
2013,2013012000,야간,일,1,2,경기,화성시
2013,2013010802,야간,화,1,1,경기,남양주시
2013,2013010911,주간,수,1,1,전남,영광군
2013,2013011116,주간,금,1,1,경남,함안군
2013,2013011218,야간,토,1,2,경기,이천시
2013,2013011123,야간,금,1,1,대구,달성군
2013,2013011616,주간,수,1,1,부산,수영구
2013,2013011720,야간,목,1,1,부산,진구
2013,2013011607,주간,수,1,1,경기,고양시
2013,2013011510,주간,화,1,2,충북,충주시
2013,2013021305,야간,수,1,1,경북,김천시
2013,2013031504,야간,금,1,2,경북,상주시
2013,2013012110,주간,월,1,8,경북,문경시
2013,2013013003,야간,수,1,1,경북,김천시
2013,2013011200,야간,토,1,1,강원,춘천시
2013,2013011100,야간,금,1,1,전남,여수시
2013,2013011105,야간,금,1,1,전남,여수시
2013,2013121806,주간,수,4,36,강원,강릉시
2013,2013010711,주간,월,1,1,부산,사하구
2013,2013010605,야간,일,1,1,제주,제주시
2013,2013010407,주간,금,1,2,전북,군산시
2013,2013011009,주간,목,1,1,서울,강서구
2013,2013010817,주간,화,1,2,전북,정읍시
2013,2013010800,야간,화,1,1,제주,제주시
2013,2013010723,야간,월,1,1,울산,남구
2013,2013010814,주간,화,1,1,경남,의령군
2013,2013011023,야간,목,1,1,경기,동두천시
2013,2013011214,주간,토,1,1,전북,순창군
2013,2013011302,야간,일,1,3,경기,안성시
2013,2013011301,야간,일,1,2,전남,무안군
2013,2013030502,야간,화,1,2,서울,금천구
2013,2013052406,주간,금,1,2,경기,안성시
2013,2013011606,주간,수,1,1,제주,제주시
2013,2013012221,야간,화,1,1,경기,평택시
2013,2013012217,주간,화,1,1,대전,동구
2013,2013012114,주간,월,1,1,경북,문경시
2013,2013012117,주간,월,1,2,충남,홍성군
2013,2013011909,주간,토,1,1,경남,거제시
2013,2013013113,주간,목,1,2,강원,철원군
2013,2013013018,야간,수,1,1,경북,김천시
2013,2013012419,야간,목,1,1,경기,양주시
2013,2013020605,야간,수,1,1,광주,광산구
2013,2013020402,야간,월,1,1,충북,청주시
2013,2013020601,야간,수,1,1,부산,사상구
2013,2013020606,주간,수,1,1,부산,서구
2013,2013020206,주간,토,1,1,서울,마포구
2013,2013020116,주간,금,1,2,충남,아산시
2013,2013013123,야간,목,1,1,경기,파주시
2013,2013013122,야간,목,1,1,서울,송파구
2013,2013021323,야간,수,1,1,경기,가평군
2013,2013020820,야간,금,1,1,전북,완주군
2013,2013021901,야간,화,1,1,충북,충주시
2013,2013021820,야간,월,1,3,충남,공주시
2013,2013021822,야간,월,1,1,경기,성남시
2013,2013030705,야간,목,2,2,강원,횡성군
2013,2013020208,주간,토,1,2,경북,상주시
2013,2013020109,주간,금,1,2,강원,삼척시
2013,2013020101,야간,금,1,2,광주,북구
2013,2013020210,주간,토,1,3,강원,인제군
2013,2013020312,주간,일,1,2,전남,나주시
2013,2013020220,야간,토,1,1,전남,신안군
2013,2013020302,야간,일,1,1,전남,함평군
2013,2013021022,야간,일,2,2,경북,경주시
2013,2013021120,야간,월,1,1,경기,부천시
2013,2013021303,야간,수,1,1,서울,마포구
2013,2013011104,야간,금,1,1,경남,창원시(통합)
2013,2013011614,주간,수,1,1,경기,광주시
2013,2013011607,주간,수,1,1,경남,진주시
2013,2013012302,야간,수,1,2,경기,김포시
2013,2013012223,야간,화,1,2,서울,강남구
2013,2013012216,주간,화,3,5,강원,양양군
2013,2013012203,야간,화,1,2,경기,안성시
2013,2013021920,야간,화,1,1,경기,고양시
2013,2013012020,야간,일,1,1,경기,구리시
2013,2013011921,야간,토,1,1,경기,남양주시
2013,2013012922,야간,화,1,1,부산,사상구
2013,2013012819,야간,월,1,1,전남,목포시
2013,2013012418,야간,목,1,3,인천,서구
2013,2013020514,주간,화,1,1,세종,세종
2013,2013071821,야간,목,1,1,충북,청원군
2013,2013010116,주간,화,1,1,경기,여주시
2013,2013013113,주간,목,1,8,경기,화성시
2013,2013010308,주간,목,1,7,경기,안양시
2013,2013011513,주간,화,1,2,경기,용인시
2013,2013020910,주간,토,1,1,경북,칠곡군
2013,2013020610,주간,수,1,1,제주,제주시
2013,2013020700,야간,목,1,1,경남,창원시(통합)
2013,2013020806,주간,금,1,2,경기,수원시
2013,2013020809,주간,금,1,1,경기,구리시
2013,2013021807,주간,월,1,1,경기,시흥시
2013,2013021411,주간,목,1,2,강원,강릉시
2013,2013021516,주간,금,1,1,대구,서구
2013,2013021319,야간,수,1,1,제주,서귀포시
2013,2013011007,주간,목,1,1,전남,순천시
2013,2013022110,주간,목,1,5,세종,세종
2013,2013100723,야간,월,1,2,강원,원주시
2013,2013092312,주간,월,1,1,경기,고양시
2013,2013061804,야간,화,1,1,대구,동구
2013,2013032701,야간,수,1,2,충북,괴산군
2013,2013122511,주간,수,1,2,부산,기장군
2013,2013010304,야간,목,1,1,충북,청주시
2013,2013011014,주간,목,1,1,경기,수원시
2013,2013010819,야간,화,1,1,충남,당진시
2013,2013010818,야간,화,1,1,충남,부여군
2013,2013011114,주간,금,2,3,경북,문경시
2013,2013011209,주간,토,1,1,경북,영주시
2013,2013011103,야간,금,2,2,경북,포항시
2013,2013011806,주간,금,1,2,전남,나주시
2013,2013011821,야간,금,1,1,전북,익산시
2013,2013011407,주간,월,1,1,인천,계양구
2013,2013011518,야간,화,1,1,경기,성남시
2013,2013011319,야간,일,1,1,충남,아산시
2013,2013011308,주간,일,1,1,충남,아산시
2013,2013012306,주간,수,1,1,경기,안산시
2013,2013012019,야간,일,1,2,대구,달서구
2013,2013011902,야간,토,1,1,울산,남구
2013,2013012005,야간,일,1,1,대구,달서구
2013,2013012202,야간,화,1,1,울산,북구
2013,2013102304,야간,수,1,3,경기,화성시
2013,2013112104,야간,목,1,2,경남,창녕군
2013,2013121122,야간,수,1,1,경남,창녕군
2013,2013111300,야간,수,1,1,경남,함양군
2013,2013120123,야간,일,3,3,경남,밀양시
2013,2013122005,야간,금,1,2,경북,청도군
2013,2013122420,야간,화,1,1,경북,청도군
2013,2013032319,야간,토,1,2,대전,유성구
2013,2013021910,주간,화,1,2,경북,경주시
2013,2013022123,야간,목,1,1,울산,울주군
2013,2013091723,야간,화,1,1,충남,논산시
2013,2013091602,야간,월,1,2,충북,영동군
2013,2013070602,야간,토,1,1,경기,용인시
2013,2013013119,야간,목,1,1,인천,연수구
2013,2013012707,주간,일,1,1,경기,용인시
2013,2013012700,야간,일,1,1,경기,용인시
2013,2013012719,야간,일,1,1,경기,평택시
2013,2013012807,주간,월,1,1,경기,김포시
2013,2013012816,주간,월,1,1,대구,달서구
2013,2013092115,주간,토,2,5,경기,화성시
2013,2013091804,야간,수,1,11,충북,청원군
2013,2013100819,야간,화,1,3,부산,기장군
2013,2013122222,야간,일,1,8,강원,평창군
2013,2013051613,주간,목,1,3,경북,영주시
2013,2013060715,주간,금,1,1,경북,영주시
2013,2013030723,야간,목,1,2,경북,영천시
2013,2013031520,야간,금,1,2,강원,횡성군
2013,2013060800,야간,토,1,2,전북,군산시
2013,2013081601,야간,금,1,3,경기,안성시
2013,2013041818,야간,목,1,1,강원,원주시
2013,2013041911,주간,금,1,1,전남,여수시
2013,2013042518,야간,목,1,1,충남,당진시
2013,2013042420,야간,수,1,2,충북,단양군
2013,2013050108,주간,수,1,1,경기,구리시
2013,2013050120,야간,수,1,2,경남,거창군
2013,2013042922,야간,월,1,1,부산,연제구
2013,2013042821,야간,일,1,2,경남,거창군
2013,2013121510,주간,일,1,3,경북,경주시
2013,2013040603,야간,토,1,1,전남,무안군
2013,2013080721,야간,수,1,1,경기,화성시
2013,2013072023,야간,토,1,2,강원,평창군
2013,2013012900,야간,화,1,4,강원,춘천시
2013,2013013111,주간,목,1,11,경기,양주시
2013,2013031300,야간,수,1,1,인천,부평구
2013,2013022001,야간,수,1,1,충남,당진시
2013,2013021610,주간,토,1,1,충남,논산시
2013,2013122006,주간,금,1,3,경남,함안군
2013,2013010503,야간,토,1,2,경기,용인시
2013,2013010505,야간,토,1,2,경북,경주시
2013,2013010419,야간,금,1,1,경북,청도군
2013,2013010714,주간,월,1,1,경남,밀양시
2013,2013010716,주간,월,1,1,충북,충주시
2013,2013010907,주간,수,1,1,서울,마포구
2013,2013010921,야간,수,1,2,충북,괴산군
2013,2013011008,주간,목,1,1,전북,정읍시
2013,2013050509,주간,일,1,1,서울,강서구
2013,2013051202,야간,일,1,1,경남,김해시
2013,2013051300,야간,월,1,2,전남,여수시
2013,2013051222,야간,일,2,4,경남,창원시(통합)
2013,2013051406,주간,화,1,1,제주,서귀포시
2013,2013051323,야간,월,1,1,경기,시흥시
2013,2013051321,야간,월,1,1,충북,괴산군
2013,2013051504,야간,수,1,1,서울,종로구
2013,2013051513,주간,수,1,1,서울,서초구
2013,2013051516,주간,수,1,1,서울,강동구
2013,2013052210,주간,수,1,1,경기,여주시
2013,2013052211,주간,수,1,1,강원,홍천군
2013,2013052208,주간,수,1,1,전북,군산시
2013,2013052123,야간,화,1,1,서울,구로구
2013,2013052116,주간,화,1,4,경북,성주군
2013,2013052120,야간,화,1,1,충남,홍성군
2013,2013080918,야간,금,1,7,경기,광명시
2013,2013052709,주간,월,1,1,경기,시흥시
2013,2013042714,주간,토,1,6,서울,서초구
2013,2013062111,주간,금,2,4,충남,홍성군
2013,2013081917,주간,월,1,3,충남,예산군
2013,2013070321,야간,수,2,5,충남,공주시
2013,2013070505,야간,금,1,3,충남,공주시
2013,2013042618,야간,금,1,2,충남,논산시
2013,2013051111,주간,토,1,2,충남,보령시
2013,2013040315,주간,수,1,1,충남,공주시
2013,2013051712,주간,금,1,4,충남,공주시
2013,2013041519,야간,월,1,1,충북,음성군
2013,2013010621,야간,일,1,1,경기,연천군
2013,2013011023,야간,목,1,2,광주,남구
2013,2013011021,야간,목,1,1,서울,송파구
2013,2013011714,주간,목,1,1,전남,여수시
2013,2013011712,주간,목,1,5,경기,구리시
2013,2013011719,야간,목,1,1,경기,시흥시
2013,2013070604,야간,토,1,8,충남,공주시
2013,2013031016,주간,일,1,6,충북,괴산군
2013,2013030409,주간,월,1,3,충남,공주시
2013,2013012203,야간,화,1,1,대전,대덕구
2013,2013112106,주간,목,1,2,경기,시흥시
2013,2013010122,야간,화,1,1,경남,합천군
2013,2013112212,주간,금,1,1,전북,남원시
2013,2013122920,야간,일,1,2,전북,부안군
2013,2013072304,야간,화,1,2,경기,여주시
2013,2013071817,주간,목,1,1,경남,함양군
2013,2013073010,주간,화,1,1,경남,함안군
2013,2013050723,야간,화,1,3,경기,평택시
2013,2013010604,야간,일,1,3,경기,여주시
2013,2013110703,야간,목,2,2,경기,성남시
2013,2013093000,야간,월,1,3,서울,서초구
2013,2013021905,야간,화,1,1,부산,기장군
2013,2013112301,야간,토,1,3,전남,보성군
2013,2013112721,야간,수,1,2,전북,순창군
2013,2013112301,야간,토,1,2,경기,시흥시
2013,2013070615,주간,토,1,1,경기,안성시
2013,2013061809,주간,화,1,2,경기,이천시
2013,2013081415,주간,수,1,2,경기,이천시
2013,2013061800,야간,화,1,3,경남,창원시(통합)
2013,2013072318,야간,화,2,2,경남,창원시(통합)
2013,2013060107,주간,토,1,1,경기,용인시
2013,2013040603,야간,토,1,1,경기,용인시
2013,2013051212,주간,일,1,6,경기,용인시
2013,2013012108,주간,월,1,1,경남,거창군
2013,2013010108,주간,화,1,1,경남,밀양시
2013,2013030813,주간,금,1,2,충북,제천시
2013,2013021900,야간,화,1,1,충북,보은군
2013,2013010403,야간,금,1,1,인천,서구
2013,2013062614,주간,수,1,1,경기,광주시
2013,2013081814,주간,일,1,3,강원,횡성군
2013,2013011506,주간,화,1,1,대전,서구
2013,2013011513,주간,화,1,1,경기,평택시
2013,2013011319,야간,일,1,1,경기,성남시
2013,2013012502,야간,금,1,1,경남,진주시
2013,2013012501,야간,금,1,2,충북,제천시
2013,2013012306,주간,수,1,1,강원,동해시
2013,2013012101,야간,월,1,3,인천,남동구
2013,2013011902,야간,토,1,3,대전,중구
2013,2013012019,야간,일,1,1,강원,춘천시
2013,2013013006,주간,수,1,1,충남,당진시
2013,2013013000,야간,수,1,1,전북,남원시
2013,2013012804,야간,월,1,1,전남,진도군
2013,2013020418,야간,월,1,1,전남,보성군
2013,2013020411,주간,월,1,5,경기,포천시
2013,2013020320,야간,일,1,1,대전,서구
2013,2013021400,야간,목,1,1,경북,구미시
2013,2013021303,야간,수,1,1,광주,북구
2013,2013020919,야간,토,1,1,강원,정선군
2013,2013021823,야간,월,1,1,경기,시흥시
2013,2013021913,주간,화,1,1,경기,안양시
2013,2013021913,주간,화,1,1,대구,동구
2013,2013021913,주간,화,1,1,강원,원주시
2013,2013021921,야간,화,1,1,울산,중구
2013,2013021820,야간,월,1,1,경남,함안군
2013,2013030404,야간,월,1,2,경북,칠곡군
2013,2013100114,주간,화,1,3,경기,광주시
2013,2013091006,주간,화,1,5,경기,군포시
2013,2013071613,주간,화,1,1,대전,동구
2013,2013092305,야간,월,1,1,경남,함안군
2013,2013102001,야간,일,1,1,강원,원주시
2013,2013011722,야간,목,1,1,경기,성남시
2013,2013040602,야간,토,1,2,충북,청원군
2013,2013060504,야간,수,1,3,충남,천안시
2013,2013052306,주간,목,1,6,충북,충주시
2013,2013052017,주간,월,1,2,서울,송파구
2013,2013052316,주간,목,2,2,충남,예산군
2013,2013052220,야간,수,1,1,충남,아산시
2013,2013041805,야간,목,1,1,대구,북구
2013,2013062900,야간,토,1,1,인천,남동구
2013,2013051721,야간,금,1,2,충남,청양군
2013,2013051320,야간,월,1,1,광주,서구
2013,2013051403,야간,화,1,1,제주,제주시
2013,2013051520,야간,수,1,1,경북,안동시
2013,2013051507,주간,수,1,1,전남,영광군
2013,2013051514,주간,수,1,1,경기,안산시
2013,2013041810,주간,목,1,1,경북,경산시
2013,2013042619,야간,금,1,1,경북,상주시
2013,2013042315,주간,화,1,1,경기,김포시
2013,2013050306,주간,금,1,2,경기,안성시
2013,2013050312,주간,금,1,1,전남,목포시
2013,2013050314,주간,금,1,11,전남,장흥군
2013,2013042801,야간,일,1,1,강원,춘천시
2013,2013042717,주간,토,1,4,경남,진주시
2013,2013043020,야간,화,1,1,전남,여수시
2013,2013043002,야간,화,2,2,전남,보성군
2013,2013050622,야간,월,1,1,전남,영암군
2013,2013050700,야간,화,1,1,부산,동래구
2013,2013050406,주간,토,1,3,경기,하남시
2013,2013050323,야간,금,1,1,경북,구미시
2013,2013050221,야간,목,1,1,충북,보은군
