발생년,발생년월일시,주야,요일,사망자수,사상자수,발생지시도,발생지시군구
2014,2014033003,야간,일,1,1,대전,서구
2014,2014040906,주간,수,1,1,광주,남구
2014,2014041009,주간,목,1,1,전남,영암군
2014,2014041020,야간,목,1,1,전북,정읍시
2014,2014041003,야간,목,1,1,경기,화성시
2014,2014040614,주간,일,1,1,전남,순천시
2014,2014041718,야간,목,1,1,대구,서구
2014,2014040116,주간,화,1,2,경남,사천시
2014,2014041308,주간,일,1,1,충남,청양군
2014,2014041303,야간,일,1,1,서울,금천구
2014,2014041413,주간,월,1,1,전남,완도군
2014,2014041417,주간,월,1,1,충남,아산시
2014,2014041211,주간,토,1,1,서울,동대문구
2014,2014042419,야간,목,1,1,제주,서귀포시
2014,2014042420,야간,목,1,1,서울,서대문구
2014,2014042514,주간,금,1,1,전남,강진군
2014,2014042502,야간,금,1,1,서울,송파구
2014,2014042500,야간,금,2,3,울산,남구
2014,2014042223,야간,화,1,2,서울,서초구
2014,2014042315,주간,수,1,3,경기,파주시
2014,2014042312,주간,수,1,1,전북,익산시
2014,2014042101,야간,월,1,1,강원,춘천시
2014,2014042207,주간,화,1,3,부산,강서구
2014,2014041901,야간,토,1,1,전북,전주시
2014,2014050612,주간,화,1,2,경기,화성시
2014,2014050706,주간,수,1,3,제주,서귀포시
2014,2014050706,주간,수,1,1,경남,밀양시
2014,2014050604,야간,화,1,2,부산,동래구
2014,2014050312,주간,토,1,4,경기,부천시
2014,2014050302,야간,토,1,2,경기,부천시
2014,2014011620,야간,목,1,1,충북,청주시
2014,2014081302,야간,수,1,2,경기,안성시
2014,2014110103,야간,토,1,1,경기,안성시
2014,2014123119,야간,수,1,34,경기,화성시
2014,2014061615,주간,월,1,1,경기,의왕시
2014,2014051720,야간,토,1,1,경기,수원시
2014,2014052719,야간,화,1,1,전북,남원시
2014,2014060223,야간,월,1,1,전북,익산시
2014,2014062613,주간,목,1,1,충남,아산시
2014,2014031006,주간,월,1,1,경기,평택시
2014,2014020118,야간,토,1,1,경기,부천시
2014,2014102604,야간,일,1,3,경기,하남시
2014,2014051023,야간,토,1,1,경남,김해시
2014,2014061009,주간,화,1,1,전북,군산시
2014,2014111215,주간,수,1,1,인천,연수구
2014,2014011816,주간,토,1,1,경기,동두천시
2014,2014032408,주간,월,1,1,전남,영광군
2014,2014110712,주간,금,1,2,서울,성북구
2014,2014053014,주간,금,1,1,경북,경주시
2014,2014100922,야간,목,1,1,경기,화성시
2014,2014093016,주간,화,1,3,울산,남구
2014,2014062018,야간,금,1,1,인천,부평구
2014,2014101615,주간,목,1,2,인천,강화군
2014,2014031304,야간,목,1,1,경북,포항시
2014,2014111123,야간,화,1,2,인천,연수구
2014,2014100614,주간,월,1,1,전남,광양시
2014,2014050405,야간,일,1,2,전남,여수시
2014,2014032019,야간,목,1,1,충남,서산시
2014,2014033010,주간,일,1,1,서울,강남구
2014,2014032607,주간,수,1,2,부산,남구
2014,2014032412,주간,월,1,2,충남,서천군
2014,2014040108,주간,화,1,1,서울,강서구
2014,2014033123,야간,월,1,1,경기,고양시
2014,2014041103,야간,금,1,1,경남,남해군
2014,2014041018,야간,목,1,1,전남,광양시
2014,2014040700,야간,월,1,2,충북,청주시
2014,2014040803,야간,화,1,1,충남,당진시
2014,2014040702,야간,월,1,4,전남,구례군
2014,2014040803,야간,화,1,1,경남,사천시
2014,2014041819,야간,금,1,1,충남,아산시
2014,2014041817,주간,금,1,1,경기,고양시
2014,2014041615,주간,수,1,1,전남,순천시
2014,2014041319,야간,일,1,1,강원,고성군
2014,2014041311,주간,일,1,5,경남,진주시
2014,2014042214,주간,화,1,1,경북,칠곡군
2014,2014042301,야간,수,1,2,서울,성북구
2014,2014062822,야간,토,1,2,대구,수성구
2014,2014062707,주간,금,1,1,전북,군산시
2014,2014062910,주간,일,1,1,강원,횡성군
2014,2014062904,야간,일,1,1,경기,오산시
2014,2014062806,주간,토,1,1,전북,전주시
2014,2014062823,야간,토,1,1,대구,북구
2014,2014062723,야간,금,1,1,부산,해운대구
2014,2014061003,야간,화,1,1,서울,성북구
2014,2014012621,야간,일,1,1,경기,수원시
2014,2014061504,야간,일,1,1,대구,수성구
2014,2014102712,주간,월,1,1,광주,북구
