행정구역별,연도별,연령별,총인구,총인구_남자,총인구_여자,내국인_남자,내국인_여자,총인구_외국인,외국인_남자,외국인_여자,외국인비율
경기 남양주,2017,0~4세,29803,15285,14518,15252,14489,62,33,29,0.0021
경기 남양주,2017,5~9세,37337,19213,18124,19190,18101,46,23,23,0.0012
경기 남양주,2017,10~14세,35143,18077,17066,18059,17048,36,18,18,0.001
경기 남양주,2017,15~19세,37539,19395,18144,19331,18099,109,64,45,0.0029
경기 남양주,2017,20~24세,38484,20516,17968,19963,17668,853,553,300,0.0222
경기 남양주,2017,25~29세,34806,18284,16522,16967,15993,1846,1317,529,0.053
경기 남양주,2017,30~34세,36964,18427,18537,17414,18004,1546,1013,533,0.0418
경기 남양주,2017,35~39세,54990,26841,28149,26149,27764,1077,692,385,0.0196
경기 남양주,2017,40~44세,58897,29656,29241,29248,28942,707,408,299,0.012
경기 남양주,2017,45~49세,61672,31497,30175,31138,29889,645,359,286,0.0105
경기 남양주,2017,50~54세,51864,26676,25188,26418,24902,544,258,286,0.0105
경기 남양주,2017,55~59세,49433,24992,24441,24825,24194,414,167,247,0.0084
경기 남양주,2017,60~64세,37460,18266,19194,18108,19015,337,158,179,0.009
경기 남양주,2017,65~69세,26445,12536,13909,12458,13805,182,78,104,0.0069
경기 남양주,2017,70~74세,20900,9702,11198,9677,11163,60,25,35,0.0029
경기 남양주,2017,75~79세,17067,7494,9573,7477,9552,38,17,21,0.0022
경기 남양주,2017,80~84세,9762,3700,6062,3693,6046,23,7,16,0.0024
경기 남양주,2017,85세이상,6370,1732,4638,1731,4628,11,1,10,0.0017
경기 남양주,2017,85~89세,4448,1300,3148,1299,3142,7,1,6,0.0016
경기 남양주,2017,90~94세,1457,311,1146,311,1142,4,0,4,0.0027
경기 남양주,2017,95~99세,409,114,295,114,295,0,0,0,0
경기 남양주,2017,100세이상,56,7,49,7,49,0,0,0,0
경기 남양주,2017,15세미만,102283,52575,49708,52501,49638,144,74,70,0.0014
경기 남양주,2017,15~64세,462109,234550,227559,229561,224470,8078,4989,3089,0.0175
