범죄대분류,범죄중분류,도시,발생수,발생년도
풍속범죄,성풍속범죄,광주,376,2015
풍속범죄,도박범죄,광주,216,2015
특별경제범죄,특별경제범죄,광주,2535,2015
마약범죄,마약범죄,광주,69,2015
보건범죄,보건범죄,광주,760,2015
환경범죄,환경범죄,광주,8,2015
교통범죄,교통범죄,광주,23412,2015
노동범죄,노동범죄,광주,13,2015
안보범죄,안보범죄,광주,3,2015
선거범죄,선거범죄,광주,9,2015
병역범죄,병역범죄,광주,371,2015
기타범죄,기타범죄,광주,5301,2015
강력범죄,살인기수,울산,12,2015
강력범죄,살인미수등,울산,11,2015
강력범죄,강도,울산,29,2015
강력범죄,강간,울산,132,2015
강력범죄,유사강간,울산,10,2015
강력범죄,강제추행,울산,293,2015
강력범죄,기타 강간 강제추행등,울산,9,2015
강력범죄,방화,울산,36,2015
절도범죄,절도,울산,5449,2015
폭력범죄,상해,울산,1353,2015
폭력범죄,폭행,울산,4213,2015
폭력범죄,체포 감금,울산,20,2015
폭력범죄,협박,울산,175,2015
폭력범죄,약취 유인,울산,1,2015
폭력범죄,폭력행위등,울산,906,2015
폭력범죄,공갈,울산,79,2015
폭력범죄,손괴,울산,1530,2015
지능범죄,직무유기,울산,10,2015
지능범죄,직권남용,울산,12,2015
지능범죄,증수뢰,울산,0,2015
지능범죄,통화,울산,17,2015
지능범죄,문서 인장,울산,346,2015
지능범죄,유가증권인지,울산,3,2015
지능범죄,사기,울산,5606,2015
지능범죄,횡령,울산,794,2015
지능범죄,배임,울산,110,2015
풍속범죄,성풍속범죄,울산,257,2015
풍속범죄,도박범죄,울산,146,2015
특별경제범죄,특별경제범죄,울산,1289,2015
마약범죄,마약범죄,울산,67,2015
보건범죄,보건범죄,울산,230,2015
환경범죄,환경범죄,울산,53,2015
교통범죄,교통범죄,울산,16600,2015
노동범죄,노동범죄,울산,63,2015
안보범죄,안보범죄,울산,2,2015
선거범죄,선거범죄,울산,15,2015
병역범죄,병역범죄,울산,382,2015
기타범죄,기타범죄,울산,4881,2015
강력범죄,살인기수,경기 수원,6,2015
강력범죄,살인미수등,경기 수원,7,2015
강력범죄,강도,경기 수원,38,2015
강력범죄,강간,경기 수원,157,2015
강력범죄,유사강간,경기 수원,21,2015
강력범죄,강제추행,경기 수원,425,2015
강력범죄,기타 강간 강제추행등,경기 수원,23,2015
강력범죄,방화,경기 수원,40,2015
절도범죄,절도,경기 수원,6487,2015
폭력범죄,상해,경기 수원,938,2015
폭력범죄,폭행,경기 수원,4123,2015
폭력범죄,체포 감금,경기 수원,25,2015
폭력범죄,협박,경기 수원,272,2015
폭력범죄,약취 유인,경기 수원,10,2015
폭력범죄,폭력행위등,경기 수원,1101,2015
폭력범죄,공갈,경기 수원,89,2015
폭력범죄,손괴,경기 수원,1497,2015
지능범죄,직무유기,경기 수원,7,2015
지능범죄,직권남용,경기 수원,12,2015
지능범죄,증수뢰,경기 수원,3,2015
지능범죄,통화,경기 수원,32,2015
지능범죄,문서 인장,경기 수원,315,2015
지능범죄,유가증권인지,경기 수원,6,2015
지능범죄,사기,경기 수원,5749,2015
지능범죄,횡령,경기 수원,1231,2015
지능범죄,배임,경기 수원,62,2015
풍속범죄,성풍속범죄,경기 수원,368,2015
풍속범죄,도박범죄,경기 수원,343,2015
특별경제범죄,특별경제범죄,경기 수원,1596,2015
마약범죄,마약범죄,경기 수원,118,2015
보건범죄,보건범죄,경기 수원,368,2015
환경범죄,환경범죄,경기 수원,25,2015
교통범죄,교통범죄,경기 수원,14715,2015
노동범죄,노동범죄,경기 수원,28,2015
안보범죄,안보범죄,경기 수원,3,2015
선거범죄,선거범죄,경기 수원,2,2015
병역범죄,병역범죄,경기 수원,433,2015
기타범죄,기타범죄,경기 수원,4856,2015
강력범죄,살인기수,경기 부천,7,2015
강력범죄,살인미수등,경기 부천,13,2015
강력범죄,강도,경기 부천,25,2015
강력범죄,강간,경기 부천,105,2015
강력범죄,유사강간,경기 부천,12,2015
강력범죄,강제추행,경기 부천,291,2015
강력범죄,기타 강간 강제추행등,경기 부천,7,2015
강력범죄,방화,경기 부천,38,2015
절도범죄,절도,경기 부천,5048,2015
폭력범죄,상해,경기 부천,524,2015
폭력범죄,폭행,경기 부천,3129,2015
폭력범죄,체포 감금,경기 부천,12,2015
폭력범죄,협박,경기 부천,167,2015
폭력범죄,약취 유인,경기 부천,5,2015
폭력범죄,폭력행위등,경기 부천,591,2015
폭력범죄,공갈,경기 부천,82,2015
폭력범죄,손괴,경기 부천,1158,2015
지능범죄,직무유기,경기 부천,3,2015
지능범죄,직권남용,경기 부천,5,2015
지능범죄,증수뢰,경기 부천,3,2015
지능범죄,통화,경기 부천,17,2015
지능범죄,문서 인장,경기 부천,246,2015
지능범죄,유가증권인지,경기 부천,5,2015
지능범죄,사기,경기 부천,5727,2015
지능범죄,횡령,경기 부천,1084,2015
지능범죄,배임,경기 부천,64,2015
풍속범죄,성풍속범죄,경기 부천,360,2015
풍속범죄,도박범죄,경기 부천,115,2015
특별경제범죄,특별경제범죄,경기 부천,1449,2015
마약범죄,마약범죄,경기 부천,56,2015
보건범죄,보건범죄,경기 부천,162,2015
환경범죄,환경범죄,경기 부천,14,2015
교통범죄,교통범죄,경기 부천,10467,2015
노동범죄,노동범죄,경기 부천,21,2015
안보범죄,안보범죄,경기 부천,2,2015
선거범죄,선거범죄,경기 부천,0,2015
병역범죄,병역범죄,경기 부천,355,2015
기타범죄,기타범죄,경기 부천,3804,2015
강력범죄,살인기수,경기 성남,4,2015
강력범죄,살인미수등,경기 성남,6,2015
강력범죄,강도,경기 성남,30,2015
강력범죄,강간,경기 성남,83,2015
강력범죄,유사강간,경기 성남,12,2015
강력범죄,강제추행,경기 성남,319,2015
강력범죄,기타 강간 강제추행등,경기 성남,14,2015
강력범죄,방화,경기 성남,29,2015
절도범죄,절도,경기 성남,3941,2015
폭력범죄,상해,경기 성남,734,2015
폭력범죄,폭행,경기 성남,3149,2015
폭력범죄,체포 감금,경기 성남,21,2015
폭력범죄,협박,경기 성남,170,2015
폭력범죄,약취 유인,경기 성남,1,2015
폭력범죄,폭력행위등,경기 성남,577,2015
폭력범죄,공갈,경기 성남,47,2015
폭력범죄,손괴,경기 성남,1060,2015
지능범죄,직무유기,경기 성남,8,2015
지능범죄,직권남용,경기 성남,7,2015
지능범죄,증수뢰,경기 성남,2,2015
지능범죄,통화,경기 성남,45,2015
지능범죄,문서 인장,경기 성남,197,2015
지능범죄,유가증권인지,경기 성남,1,2015
지능범죄,사기,경기 성남,4229,2015
지능범죄,횡령,경기 성남,1038,2015
지능범죄,배임,경기 성남,60,2015
풍속범죄,성풍속범죄,경기 성남,315,2015
풍속범죄,도박범죄,경기 성남,115,2015
특별경제범죄,특별경제범죄,경기 성남,1749,2015
마약범죄,마약범죄,경기 성남,79,2015
보건범죄,보건범죄,경기 성남,244,2015
환경범죄,환경범죄,경기 성남,4,2015
교통범죄,교통범죄,경기 성남,8900,2015
노동범죄,노동범죄,경기 성남,9,2015
안보범죄,안보범죄,경기 성남,2,2015
선거범죄,선거범죄,경기 성남,2,2015
병역범죄,병역범죄,경기 성남,362,2015
기타범죄,기타범죄,경기 성남,3297,2015
강력범죄,살인기수,전북 전주,4,2015
강력범죄,살인미수등,전북 전주,7,2015
강력범죄,강도,전북 전주,21,2015
강력범죄,강간,전북 전주,68,2015
강력범죄,유사강간,전북 전주,4,2015
강력범죄,강제추행,전북 전주,176,2015
강력범죄,기타 강간 강제추행등,전북 전주,6,2015
강력범죄,방화,전북 전주,11,2015
절도범죄,절도,전북 전주,3402,2015
폭력범죄,상해,전북 전주,496,2015
폭력범죄,폭행,전북 전주,1567,2015
폭력범죄,체포 감금,전북 전주,14,2015
폭력범죄,협박,전북 전주,74,2015
폭력범죄,약취 유인,전북 전주,1,2015
폭력범죄,폭력행위등,전북 전주,450,2015
폭력범죄,공갈,전북 전주,57,2015
폭력범죄,손괴,전북 전주,498,2015
지능범죄,직무유기,전북 전주,5,2015
지능범죄,직권남용,전북 전주,7,2015
지능범죄,증수뢰,전북 전주,0,2015
지능범죄,통화,전북 전주,3,2015
지능범죄,문서 인장,전북 전주,205,2015
지능범죄,유가증권인지,전북 전주,3,2015
지능범죄,사기,전북 전주,2945,2015
지능범죄,횡령,전북 전주,365,2015
지능범죄,배임,전북 전주,44,2015
풍속범죄,성풍속범죄,전북 전주,233,2015
풍속범죄,도박범죄,전북 전주,92,2015
특별경제범죄,특별경제범죄,전북 전주,577,2015
마약범죄,마약범죄,전북 전주,32,2015
보건범죄,보건범죄,전북 전주,144,2015
환경범죄,환경범죄,전북 전주,11,2015
교통범죄,교통범죄,전북 전주,6444,2015
노동범죄,노동범죄,전북 전주,34,2015
안보범죄,안보범죄,전북 전주,1,2015
선거범죄,선거범죄,전북 전주,9,2015
병역범죄,병역범죄,전북 전주,186,2015
기타범죄,기타범죄,전북 전주,2262,2015
강력범죄,살인기수,경기 안양,2,2015
강력범죄,살인미수등,경기 안양,6,2015
강력범죄,강도,경기 안양,7,2015
강력범죄,강간,경기 안양,52,2015
강력범죄,유사강간,경기 안양,4,2015
강력범죄,강제추행,경기 안양,180,2015
강력범죄,기타 강간 강제추행등,경기 안양,4,2015
강력범죄,방화,경기 안양,12,2015
절도범죄,절도,경기 안양,2142,2015
폭력범죄,상해,경기 안양,396,2015
폭력범죄,폭행,경기 안양,1720,2015
폭력범죄,체포 감금,경기 안양,11,2015
폭력범죄,협박,경기 안양,83,2015
폭력범죄,약취 유인,경기 안양,0,2015
폭력범죄,폭력행위등,경기 안양,385,2015
폭력범죄,공갈,경기 안양,37,2015
폭력범죄,손괴,경기 안양,630,2015
지능범죄,직무유기,경기 안양,4,2015
지능범죄,직권남용,경기 안양,6,2015
지능범죄,증수뢰,경기 안양,1,2015
지능범죄,통화,경기 안양,26,2015
지능범죄,문서 인장,경기 안양,141,2015
지능범죄,유가증권인지,경기 안양,0,2015
지능범죄,사기,경기 안양,2249,2015
지능범죄,횡령,경기 안양,557,2015
지능범죄,배임,경기 안양,37,2015
풍속범죄,성풍속범죄,경기 안양,244,2015
풍속범죄,도박범죄,경기 안양,69,2015
특별경제범죄,특별경제범죄,경기 안양,902,2015
마약범죄,마약범죄,경기 안양,37,2015
보건범죄,보건범죄,경기 안양,88,2015
환경범죄,환경범죄,경기 안양,5,2015
교통범죄,교통범죄,경기 안양,5909,2015
노동범죄,노동범죄,경기 안양,34,2015
안보범죄,안보범죄,경기 안양,2,2015
선거범죄,선거범죄,경기 안양,3,2015
병역범죄,병역범죄,경기 안양,201,2015
기타범죄,기타범죄,경기 안양,1924,2015
강력범죄,살인기수,충북 청주,4,2015
강력범죄,살인미수등,충북 청주,15,2015
강력범죄,강도,충북 청주,30,2015
강력범죄,강간,충북 청주,79,2015
강력범죄,유사강간,충북 청주,4,2015
강력범죄,강제추행,충북 청주,229,2015
강력범죄,기타 강간 강제추행등,충북 청주,12,2015
강력범죄,방화,충북 청주,23,2015
절도범죄,절도,충북 청주,4691,2015
폭력범죄,상해,충북 청주,798,2015
폭력범죄,폭행,충북 청주,2589,2015
폭력범죄,체포 감금,충북 청주,13,2015
폭력범죄,협박,충북 청주,124,2015
폭력범죄,약취 유인,충북 청주,1,2015
폭력범죄,폭력행위등,충북 청주,623,2015
폭력범죄,공갈,충북 청주,36,2015
폭력범죄,손괴,충북 청주,1120,2015
지능범죄,직무유기,충북 청주,8,2015
지능범죄,직권남용,충북 청주,7,2015
지능범죄,증수뢰,충북 청주,2,2015
지능범죄,통화,충북 청주,20,2015
지능범죄,문서 인장,충북 청주,217,2015
지능범죄,유가증권인지,충북 청주,2,2015
지능범죄,사기,충북 청주,3412,2015
지능범죄,횡령,충북 청주,437,2015
지능범죄,배임,충북 청주,56,2015
풍속범죄,성풍속범죄,충북 청주,192,2015
풍속범죄,도박범죄,충북 청주,154,2015
특별경제범죄,특별경제범죄,충북 청주,704,2015
마약범죄,마약범죄,충북 청주,73,2015
보건범죄,보건범죄,충북 청주,96,2015
환경범죄,환경범죄,충북 청주,28,2015
교통범죄,교통범죄,충북 청주,8972,2015
노동범죄,노동범죄,충북 청주,7,2015
안보범죄,안보범죄,충북 청주,0,2015
선거범죄,선거범죄,충북 청주,5,2015
병역범죄,병역범죄,충북 청주,316,2015
기타범죄,기타범죄,충북 청주,2838,2015
강력범죄,살인기수,경남 창원,7,2015
강력범죄,살인미수등,경남 창원,13,2015
강력범죄,강도,경남 창원,26,2015
강력범죄,강간,경남 창원,85,2015
강력범죄,유사강간,경남 창원,8,2015
강력범죄,강제추행,경남 창원,173,2015
강력범죄,기타 강간 강제추행등,경남 창원,13,2015
강력범죄,방화,경남 창원,33,2015
절도범죄,절도,경남 창원,5862,2015
폭력범죄,상해,경남 창원,1188,2015
폭력범죄,폭행,경남 창원,2650,2015
폭력범죄,체포 감금,경남 창원,17,2015
폭력범죄,협박,경남 창원,161,2015
폭력범죄,약취 유인,경남 창원,3,2015
폭력범죄,폭력행위등,경남 창원,670,2015
폭력범죄,공갈,경남 창원,87,2015
폭력범죄,손괴,경남 창원,1199,2015
지능범죄,직무유기,경남 창원,5,2015
지능범죄,직권남용,경남 창원,4,2015
지능범죄,증수뢰,경남 창원,2,2015
지능범죄,통화,경남 창원,12,2015
지능범죄,문서 인장,경남 창원,268,2015
지능범죄,유가증권인지,경남 창원,0,2015
지능범죄,사기,경남 창원,6221,2015
지능범죄,횡령,경남 창원,710,2015
지능범죄,배임,경남 창원,62,2015
풍속범죄,성풍속범죄,경남 창원,164,2015
풍속범죄,도박범죄,경남 창원,124,2015
특별경제범죄,특별경제범죄,경남 창원,1028,2015
마약범죄,마약범죄,경남 창원,123,2015
보건범죄,보건범죄,경남 창원,259,2015
환경범죄,환경범죄,경남 창원,77,2015
교통범죄,교통범죄,경남 창원,12652,2015
노동범죄,노동범죄,경남 창원,19,2015
안보범죄,안보범죄,경남 창원,1,2015
선거범죄,선거범죄,경남 창원,17,2015
병역범죄,병역범죄,경남 창원,356,2015
기타범죄,기타범죄,경남 창원,3655,2015
강력범죄,살인기수,경기 광명,1,2015
강력범죄,살인미수등,경기 광명,1,2015
강력범죄,강도,경기 광명,4,2015
강력범죄,강간,경기 광명,12,2015
강력범죄,유사강간,경기 광명,0,2015
강력범죄,강제추행,경기 광명,77,2015
강력범죄,기타 강간 강제추행등,경기 광명,2,2015
강력범죄,방화,경기 광명,6,2015
절도범죄,절도,경기 광명,1234,2015
폭력범죄,상해,경기 광명,147,2015
폭력범죄,폭행,경기 광명,1188,2015
폭력범죄,체포 감금,경기 광명,4,2015
폭력범죄,협박,경기 광명,73,2015
폭력범죄,약취 유인,경기 광명,0,2015
폭력범죄,폭력행위등,경기 광명,144,2015
폭력범죄,공갈,경기 광명,19,2015
폭력범죄,손괴,경기 광명,332,2015
지능범죄,직무유기,경기 광명,1,2015
지능범죄,직권남용,경기 광명,1,2015
지능범죄,증수뢰,경기 광명,2,2015
지능범죄,통화,경기 광명,11,2015
지능범죄,문서 인장,경기 광명,35,2015
지능범죄,유가증권인지,경기 광명,2,2015
지능범죄,사기,경기 광명,1295,2015
지능범죄,횡령,경기 광명,385,2015
지능범죄,배임,경기 광명,6,2015
풍속범죄,성풍속범죄,경기 광명,46,2015
풍속범죄,도박범죄,경기 광명,34,2015
특별경제범죄,특별경제범죄,경기 광명,818,2015
마약범죄,마약범죄,경기 광명,15,2015
보건범죄,보건범죄,경기 광명,90,2015
환경범죄,환경범죄,경기 광명,2,2015
교통범죄,교통범죄,경기 광명,2740,2015
노동범죄,노동범죄,경기 광명,6,2015
안보범죄,안보범죄,경기 광명,1,2015
선거범죄,선거범죄,경기 광명,3,2015
병역범죄,병역범죄,경기 광명,61,2015
기타범죄,기타범죄,경기 광명,1138,2015
강력범죄,살인기수,경북 포항,1,2015
강력범죄,살인미수등,경북 포항,7,2015
강력범죄,강도,경북 포항,10,2015
강력범죄,강간,경북 포항,48,2015
강력범죄,유사강간,경북 포항,4,2015
강력범죄,강제추행,경북 포항,90,2015
강력범죄,기타 강간 강제추행등,경북 포항,8,2015
강력범죄,방화,경북 포항,16,2015
절도범죄,절도,경북 포항,2496,2015
폭력범죄,상해,경북 포항,616,2015
폭력범죄,폭행,경북 포항,1134,2015
폭력범죄,체포 감금,경북 포항,8,2015
폭력범죄,협박,경북 포항,76,2015
폭력범죄,약취 유인,경북 포항,0,2015
폭력범죄,폭력행위등,경북 포항,429,2015
폭력범죄,공갈,경북 포항,26,2015
폭력범죄,손괴,경북 포항,551,2015
지능범죄,직무유기,경북 포항,2,2015
지능범죄,직권남용,경북 포항,4,2015
지능범죄,증수뢰,경북 포항,4,2015
지능범죄,통화,경북 포항,7,2015
지능범죄,문서 인장,경북 포항,101,2015
지능범죄,유가증권인지,경북 포항,1,2015
지능범죄,사기,경북 포항,2100,2015
지능범죄,횡령,경북 포항,252,2015
지능범죄,배임,경북 포항,22,2015
풍속범죄,성풍속범죄,경북 포항,131,2015
풍속범죄,도박범죄,경북 포항,124,2015
특별경제범죄,특별경제범죄,경북 포항,443,2015
마약범죄,마약범죄,경북 포항,19,2015
보건범죄,보건범죄,경북 포항,100,2015
환경범죄,환경범죄,경북 포항,27,2015
교통범죄,교통범죄,경북 포항,7475,2015
노동범죄,노동범죄,경북 포항,15,2015
안보범죄,안보범죄,경북 포항,0,2015
선거범죄,선거범죄,경북 포항,5,2015
병역범죄,병역범죄,경북 포항,243,2015
기타범죄,기타범죄,경북 포항,2130,2015
강력범죄,살인기수,경기 안산,8,2015
강력범죄,살인미수등,경기 안산,12,2015
강력범죄,강도,경기 안산,42,2015
강력범죄,강간,경기 안산,86,2015
강력범죄,유사강간,경기 안산,2,2015
강력범죄,강제추행,경기 안산,242,2015
강력범죄,기타 강간 강제추행등,경기 안산,6,2015
강력범죄,방화,경기 안산,30,2015
절도범죄,절도,경기 안산,4154,2015
폭력범죄,상해,경기 안산,694,2015
폭력범죄,폭행,경기 안산,3209,2015
폭력범죄,체포 감금,경기 안산,17,2015
폭력범죄,협박,경기 안산,242,2015
폭력범죄,약취 유인,경기 안산,1,2015
폭력범죄,폭력행위등,경기 안산,757,2015
폭력범죄,공갈,경기 안산,49,2015
폭력범죄,손괴,경기 안산,1385,2015
지능범죄,직무유기,경기 안산,6,2015
지능범죄,직권남용,경기 안산,4,2015
지능범죄,증수뢰,경기 안산,2,2015
지능범죄,통화,경기 안산,21,2015
지능범죄,문서 인장,경기 안산,235,2015
지능범죄,유가증권인지,경기 안산,4,2015
지능범죄,사기,경기 안산,4197,2015
지능범죄,횡령,경기 안산,912,2015
지능범죄,배임,경기 안산,54,2015
풍속범죄,성풍속범죄,경기 안산,491,2015
풍속범죄,도박범죄,경기 안산,131,2015
특별경제범죄,특별경제범죄,경기 안산,1597,2015
마약범죄,마약범죄,경기 안산,71,2015
보건범죄,보건범죄,경기 안산,134,2015
환경범죄,환경범죄,경기 안산,29,2015
교통범죄,교통범죄,경기 안산,11372,2015
노동범죄,노동범죄,경기 안산,26,2015
안보범죄,안보범죄,경기 안산,2,2015
선거범죄,선거범죄,경기 안산,1,2015
